id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,contain-class-context,target-class-name,attributes-class,methods-class,target-class-context,tag,move-tag
12,get  Return  Type,Apex  X  S  S  From  U  R  L  Param  Rule,String,,get  First  Parent  Of  Type  get  Return  Type,Apex  X  S  S  From  U  R  L  Param  Rule,url  parameter  method  html  escaping  js  escaping  jsinhtml  escaping  url  escaping  string  html  string  html  string  xml  string  ecmascript  integer  valueof  id  valueof  double  valueof  boolean  valueof  string  isempty  string  isblank  string  isnotblank  url  Parameter  Strings,Apex  X  S  S  From  U  R  L  Param  Rule  visit  visit  visit  visit  visit  visit  is  Escaping  Method  process  Inline  Method  Calls  find  Tainted  Variables  process  Escaping  Method  Calls  process  Variable  Assignments  process  Binary  Expression,A  S  T  User  Class  Object  A  S  T  Assignment  Expression  Object  A  S  T  Variable  Declaration  Object  A  S  T  Field  Declaration  Object  A  S  T  Method  Call  Expression  Object  A  S  T  Return  Statement  Object  A  S  T  Method  Call  Expression  A  S  T  Method  Call  Expression  Object  boolean  Apex  Node  Object  A  S  T  Method  Call  Expression  Object  Apex  Node  Object  boolean  Apex  Node  Object,A  S  T  Return  Statement,,A  S  T  Return  Statement  jjt  Accept,Return  Statement  Apex  Parser  Visitor  Object  Apex  X  S  S  From  U  R  L  Param  Rule,0,0
13,get  Return  Type,Apex  X  S  S  From  U  R  L  Param  Rule,String,,get  First  Parent  Of  Type  get  Return  Type,A  S  T  Return  Statement,,A  S  T  Return  Statement  jjt  Accept,Return  Statement  Apex  Parser  Visitor  Object  Apex  X  S  S  From  U  R  L  Param  Rule,Apex  X  S  S  From  U  R  L  Param  Rule,url  parameter  method  html  escaping  js  escaping  jsinhtml  escaping  url  escaping  string  html  string  html  string  xml  string  ecmascript  integer  valueof  id  valueof  double  valueof  boolean  valueof  string  isempty  string  isblank  string  isnotblank  url  Parameter  Strings,Apex  X  S  S  From  U  R  L  Param  Rule  visit  visit  visit  visit  visit  visit  is  Escaping  Method  process  Inline  Method  Calls  find  Tainted  Variables  process  Escaping  Method  Calls  process  Variable  Assignments  process  Binary  Expression,A  S  T  User  Class  Object  A  S  T  Assignment  Expression  Object  A  S  T  Variable  Declaration  Object  A  S  T  Field  Declaration  Object  A  S  T  Method  Call  Expression  Object  A  S  T  Return  Statement  Object  A  S  T  Method  Call  Expression  A  S  T  Method  Call  Expression  Object  boolean  Apex  Node  Object  A  S  T  Method  Call  Expression  Object  Apex  Node  Object  boolean  Apex  Node  Object,1,1
14,is  Sharing  Present,Apex  Sharing  Violations  Rule,boolean,,is  Without  Sharing  get  Modifiers  is  With  Sharing  get  Modifiers  is  Inherited  Sharing  get  Modifiers,Apex  Sharing  Violations  Rule,local  Cache  Of  Reported  Nodes,Apex  Sharing  Violations  Rule  visit  check  For  Database  Methods  report  Violation  check  For  Sharing  Declaration,A  S  T  User  Class  Object  A  S  T  User  Class  Object  boolean  Apex  Node  Object  Apex  Node  Object  boolean,A  S  T  User  Class,qname,A  S  T  User  Class  jjt  Accept  get  Image  get  Qualified  Name  get  Type  Kind  has  Suppress  Warnings  Annotation  For  get  Modifiers  get  Super  Class  Name  get  Interface  Names,User  Class  Apex  Parser  Visitor  Object  Rule  Apex  Sharing  Violations  Rule,0,0
15,is  Sharing  Present,Apex  Sharing  Violations  Rule,boolean,,is  Without  Sharing  get  Modifiers  is  With  Sharing  get  Modifiers  is  Inherited  Sharing  get  Modifiers,A  S  T  User  Class,qname,A  S  T  User  Class  jjt  Accept  get  Image  get  Qualified  Name  get  Type  Kind  has  Suppress  Warnings  Annotation  For  get  Modifiers  get  Super  Class  Name  get  Interface  Names,User  Class  Apex  Parser  Visitor  Object  Rule  Apex  Sharing  Violations  Rule,Apex  Sharing  Violations  Rule,local  Cache  Of  Reported  Nodes,Apex  Sharing  Violations  Rule  visit  check  For  Database  Methods  report  Violation  check  For  Sharing  Declaration,A  S  T  User  Class  Object  A  S  T  User  Class  Object  boolean  Apex  Node  Object  Apex  Node  Object  boolean,1,1
16,validate  Literal  Presence,A  S  T  Method  Call  Expression  Object,void,,find  Descendants  Of  Type  add  Violation,Apex  X  S  S  From  Escape  False  Rule,add  error,Apex  X  S  S  From  Escape  False  Rule  visit  validate  Boolean  Parameter,A  S  T  User  Class  Object  A  S  T  Method  Call  Expression  Object  A  S  T  Method  Call  Expression  Object,A  S  T  Method  Call  Expression,,A  S  T  Method  Call  Expression  jjt  Accept  get  Method  Name  get  Full  Method  Name  get  Input  Parameters  Size  is  Last  Method  Name,Method  Call  Expression  Apex  Parser  Visitor  Object  String  String  Apex  C  R  U  D  Violation  Rule,0,0
17,validate  Literal  Presence,A  S  T  Method  Call  Expression  Object,void,,find  Descendants  Of  Type  add  Violation,A  S  T  Method  Call  Expression,,A  S  T  Method  Call  Expression  jjt  Accept  get  Method  Name  get  Full  Method  Name  get  Input  Parameters  Size  is  Last  Method  Name,Method  Call  Expression  Apex  Parser  Visitor  Object  String  String  Apex  C  R  U  D  Violation  Rule,Apex  X  S  S  From  Escape  False  Rule,add  error,Apex  X  S  S  From  Escape  False  Rule  visit  validate  Boolean  Parameter,A  S  T  User  Class  Object  A  S  T  Method  Call  Expression  Object  A  S  T  Method  Call  Expression  Object,1,0
18,is  Overridden  Method,Method  Naming  Conventions  Rule,boolean,,is  Override  get  Modifiers,Method  Naming  Conventions  Rule,descriptor  to  display  name  check  native  methods  descriptor  instance  Regex  static  Regex  native  Regex  junit  Regex  junit  Regex,Method  Naming  Conventions  Rule  is  Junit  Test  is  Junit  Test  visit  default  Convention  name  Extractor  default  Prop  kind  Display  Name,A  S  T  Method  Declaration  A  S  T  Method  Declaration  A  S  T  Method  Declaration  Object  A  S  T  Method  Declaration  String  String  A  S  T  Method  Declaration  Property  Descriptor  Pattern,A  S  T  Method,,A  S  T  Method  jjt  Accept  get  Image  get  Canonical  Name  get  End  Line  get  End  Column  get  Qualified  Name  get  Signature  has  Suppress  Warnings  Annotation  For  is  Constructor  get  Modifiers  get  Return  Type  get  Arity,Method  Apex  Parser  Visitor  Object  Rule  Method  Naming  Conventions  Rule,0,0
19,is  Overridden  Method,Method  Naming  Conventions  Rule,boolean,,is  Override  get  Modifiers,A  S  T  Method,,A  S  T  Method  jjt  Accept  get  Image  get  Canonical  Name  get  End  Line  get  End  Column  get  Qualified  Name  get  Signature  has  Suppress  Warnings  Annotation  For  is  Constructor  get  Modifiers  get  Return  Type  get  Arity,Method  Apex  Parser  Visitor  Object  Rule  Method  Naming  Conventions  Rule,Method  Naming  Conventions  Rule,descriptor  to  display  name  check  native  methods  descriptor  instance  Regex  static  Regex  native  Regex  junit  Regex  junit  Regex,Method  Naming  Conventions  Rule  is  Junit  Test  is  Junit  Test  visit  default  Convention  name  Extractor  default  Prop  kind  Display  Name,A  S  T  Method  Declaration  A  S  T  Method  Declaration  A  S  T  Method  Declaration  Object  A  S  T  Method  Declaration  String  String  A  S  T  Method  Declaration  Property  Descriptor  Pattern,1,1
22,get  Method  Nodes,A  S  T  User  Class,List  Apex  Node,,collect  flat  Map  stream  find  Children  Of  Type  equals  get  Image  stream  find  Children  Of  Type  of  to  List,Field  Declarations  Should  Be  At  Start  Rule,node  by  source  location  comparator  static  initializer  method  name,Field  Declarations  Should  Be  At  Start  Rule  visit,A  S  T  User  Class  Object  A  S  T  User  Class,A  S  T  User  Class,qname,A  S  T  User  Class  jjt  Accept  get  Image  get  Qualified  Name  get  Type  Kind  has  Suppress  Warnings  Annotation  For  get  Modifiers  get  Super  Class  Name  get  Interface  Names  is  Sharing  Present,User  Class  Apex  Parser  Visitor  Object  Rule  Apex  Sharing  Violations  Rule,0,0
23,get  Method  Nodes,A  S  T  User  Class,List  Apex  Node,,collect  flat  Map  stream  find  Children  Of  Type  equals  get  Image  stream  find  Children  Of  Type  of  to  List,A  S  T  User  Class,qname,A  S  T  User  Class  jjt  Accept  get  Image  get  Qualified  Name  get  Type  Kind  has  Suppress  Warnings  Annotation  For  get  Modifiers  get  Super  Class  Name  get  Interface  Names  is  Sharing  Present,User  Class  Apex  Parser  Visitor  Object  Rule  Apex  Sharing  Violations  Rule,Field  Declarations  Should  Be  At  Start  Rule,node  by  source  location  comparator  static  initializer  method  name,Field  Declarations  Should  Be  At  Start  Rule  visit,A  S  T  User  Class  Object  A  S  T  User  Class,1,0
24,check  For  Non  Existent  Annotation,Apex  Node  Object  Avoid  Non  Existent  Annotations  Rule,Object,,find  Children  Of  Type  is  Resolved  add  Violation  With  Message,Avoid  Non  Existent  Annotations  Rule,,visit  visit  visit  visit  visit  visit,A  S  T  User  Class  Object  A  S  T  User  Interface  Object  A  S  T  User  Enum  Object  A  S  T  Method  Object  A  S  T  Property  Object  A  S  T  Field  Object,A  S  T  Modifier  Node,,A  S  T  Modifier  Node  jjt  Accept  get  Modifiers  is  Public  is  Protected  is  Private  is  Abstract  is  Static  is  Final  is  Transient  is  Test  is  Test  Or  Test  Setup  is  With  Sharing  is  Without  Sharing  is  Inherited  Sharing  is  Web  Service  is  Global  is  Override,Modifier  Node  Apex  Parser  Visitor  Object  Apex  Node  Object  Avoid  Non  Existent  Annotations  Rule,0,0
