id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,contain-class-context,target-class-name,attributes-class,methods-class,target-class-context,tag,move-tag
10,get  Charset,Record  Path  Segment  Record  Path  Evaluation  Context,Charset,,get  First  String  Value  is  Empty  get  Charset,To  String,record  Path  charset  Segment,To  String  evaluate,Record  Path  Segment  Record  Path  Segment  boolean  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context,Record  Path  Segment,path  parent  Path  absolute,Record  Path  Segment  get  Path  get  Parent  Path  to  String  is  Absolute  hash  Code  equals  evaluate  get  Path  get  Selected  Fields  evaluate  get  Path  get  Selected  Fields  evaluate  get  Date  Format,String  Record  Path  Segment  boolean  Object  Record  Record  Field  Value  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context  Format,0,0
11,get  Charset,Record  Path  Segment  Record  Path  Evaluation  Context,Charset,,get  First  String  Value  is  Empty  get  Charset,Record  Path  Segment,path  parent  Path  absolute,Record  Path  Segment  get  Path  get  Parent  Path  to  String  is  Absolute  hash  Code  equals  evaluate  get  Path  get  Selected  Fields  evaluate  get  Path  get  Selected  Fields  evaluate  get  Date  Format,String  Record  Path  Segment  boolean  Object  Record  Record  Field  Value  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context  Format,To  String,record  Path  charset  Segment,To  String  evaluate,Record  Path  Segment  Record  Path  Segment  boolean  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context,1,0
12,get  Index,Record  Path  Segment  Record  Path  Evaluation  Context,Optional  Int,,find  First  evaluate  is  Present  empty  get  get  Value  is  Integer  Type  Compatible  empty  get  Field  get  Field  Name  of  to  Integer,Substring,record  Path  start  Index  Path  end  Index  Path,Substring  evaluate,Record  Path  Segment  Record  Path  Segment  Record  Path  Segment  boolean  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context,Record  Path  Segment,path  parent  Path  absolute,Record  Path  Segment  get  Path  get  Parent  Path  to  String  is  Absolute  hash  Code  equals  evaluate  get  Path  get  Selected  Fields  evaluate  get  Path  get  Selected  Fields  evaluate  get  Date  Format,String  Record  Path  Segment  boolean  Object  Record  Record  Field  Value  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context  Format,0,0
13,get  Index,Record  Path  Segment  Record  Path  Evaluation  Context,Optional  Int,,find  First  evaluate  is  Present  empty  get  get  Value  is  Integer  Type  Compatible  empty  get  Field  get  Field  Name  of  to  Integer,Record  Path  Segment,path  parent  Path  absolute,Record  Path  Segment  get  Path  get  Parent  Path  to  String  is  Absolute  hash  Code  equals  evaluate  get  Path  get  Selected  Fields  evaluate  get  Path  get  Selected  Fields  evaluate  get  Date  Format,String  Record  Path  Segment  boolean  Object  Record  Record  Field  Value  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context  Format,Substring,record  Path  start  Index  Path  end  Index  Path,Substring  evaluate,Record  Path  Segment  Record  Path  Segment  Record  Path  Segment  boolean  Record  Path  Evaluation  Context  Record  Path  Segment  Record  Path  Evaluation  Context,1,0
14,resolve  Node  Api  Url,Http  Client,String,,is  Secure  get  Hostname  get  Port,Http  Client,logger  task  Executor  peer  Selector  active  Transactions  default  Factory,Http  Client  new  Thread  run  get  Bootstrap  Peer  Description  fetch  Remote  Peer  Statuses  create  Transaction  close  is  Secure  close  get  Transport  Protocol,Site  To  Site  Client  Config  Runnable  Peer  Description  Transfer  Direction,Peer  Description,hostname  port  secure,Peer  Description  get  Hostname  get  Port  is  Secure  to  String  hash  Code  equals,String  int  boolean  Object  Http  Client,0,0
15,resolve  Node  Api  Url,Http  Client,String,,is  Secure  get  Hostname  get  Port,Peer  Description,hostname  port  secure,Peer  Description  get  Hostname  get  Port  is  Secure  to  String  hash  Code  equals,String  int  boolean  Object  Http  Client,Http  Client,logger  task  Executor  peer  Selector  active  Transactions  default  Factory,Http  Client  new  Thread  run  get  Bootstrap  Peer  Description  fetch  Remote  Peer  Statuses  create  Transaction  close  is  Secure  close  get  Transport  Protocol,Site  To  Site  Client  Config  Runnable  Peer  Description  Transfer  Direction,1,1
16,write,Abstract  Peer  Persistence  I  O  Consumer  String  Abstract  Peer  Persistence,void,,accept  name  get  Transport  Protocol  get  Statuses  get  Peer  Description  get  Hostname  get  Port  is  Secure  is  Query  For  Peers  accept,Abstract  Peer  Persistence,logger,restore  Peer  Statuses  read  Peer  Statuses  accept,Buffered  Reader  long  Buffered  Reader  t,Peer  Status  Cache,statuses  timestamp  transport  Protocol,Peer  Status  Cache  get  Statuses  get  Timestamp  get  Transport  Protocol,Set  Peer  Status  long  Site  To  Site  Transport  Protocol  Abstract  Peer  Persistence  I  O  Consumer  String  Abstract  Peer  Persistence,0,0
17,write,Abstract  Peer  Persistence  I  O  Consumer  String  Abstract  Peer  Persistence,void,,accept  name  get  Transport  Protocol  get  Statuses  get  Peer  Description  get  Hostname  get  Port  is  Secure  is  Query  For  Peers  accept,Peer  Status  Cache,statuses  timestamp  transport  Protocol,Peer  Status  Cache  get  Statuses  get  Timestamp  get  Transport  Protocol,Set  Peer  Status  long  Site  To  Site  Transport  Protocol  Abstract  Peer  Persistence  I  O  Consumer  String  Abstract  Peer  Persistence,Abstract  Peer  Persistence,logger,restore  Peer  Statuses  read  Peer  Statuses  accept,Buffered  Reader  long  Buffered  Reader  t,1,1
18,serialize  Encryption  Metadata,A  E  S  Provenance  Event  Encryptor,byte,,write  Object  close  to  Byte  Array,A  E  S  Provenance  Event  Encryptor,logger  algorithm  iv  length  empty  iv  version  supported  versions  min  metadata  length  metadata  default  length  sentinel  key  Provider  aes  Keyed  Cipher  Provider,initialize  set  Cipher  Provider  encrypt  init  Cipher  decrypt  get  Next  Key  Id  extract  Encryption  Metadata  extract  Cipher  Bytes  to  String,Key  Provider  A  E  S  Keyed  Cipher  Provider  byte  String  String  Encryption  Method  int  Secret  Key  byte  byte  String  byte  byte  Encryption  Metadata,Encryption  Metadata,,Encryption  Metadata  Encryption  Metadata  to  String,String  String  byte  String  int  A  E  S  Provenance  Event  Encryptor,0,0
19,serialize  Encryption  Metadata,A  E  S  Provenance  Event  Encryptor,byte,,write  Object  close  to  Byte  Array,Encryption  Metadata,,Encryption  Metadata  Encryption  Metadata  to  String,String  String  byte  String  int  A  E  S  Provenance  Event  Encryptor,A  E  S  Provenance  Event  Encryptor,logger  algorithm  iv  length  empty  iv  version  supported  versions  min  metadata  length  metadata  default  length  sentinel  key  Provider  aes  Keyed  Cipher  Provider,initialize  set  Cipher  Provider  encrypt  init  Cipher  decrypt  get  Next  Key  Id  extract  Encryption  Metadata  extract  Cipher  Bytes  to  String,Key  Provider  A  E  S  Keyed  Cipher  Provider  byte  String  String  Encryption  Method  int  Secret  Key  byte  byte  String  byte  byte  Encryption  Metadata,1,1
20,write  Row,Map  Entry  Serializable  Serializable  Bit  Set  Update  Rows  Writer,void,,write  Array  Field  Start  next  Set  Bit  write  Start  Object  write  Number  Field  get  Column  By  Index  write  String  Field  get  Name  get  Type  write  Number  Field  get  Key  get  Value  write  Null  Field  write  Object  Field  get  Writable  Object  write  Null  Field  write  Object  Field  get  Writable  Object  write  End  Object  next  Set  Bit  write  End  Array,Update  Rows  Writer,,write  Event,Process  Session  String  Update  Rows  Event  Info  long  Relationship,Update  Rows  Event  Info,included  Columns  Before  Update,Update  Rows  Event  Info  get  Included  Columns  Before  Update,Table  Info  Long  String  Long  Update  Rows  Event  Data  Serializable  Bit  Set  Update  Rows  Writer,0,0
21,write  Row,Map  Entry  Serializable  Serializable  Bit  Set  Update  Rows  Writer,void,,write  Array  Field  Start  next  Set  Bit  write  Start  Object  write  Number  Field  get  Column  By  Index  write  String  Field  get  Name  get  Type  write  Number  Field  get  Key  get  Value  write  Null  Field  write  Object  Field  get  Writable  Object  write  Null  Field  write  Object  Field  get  Writable  Object  write  End  Object  next  Set  Bit  write  End  Array,Update  Rows  Event  Info,included  Columns  Before  Update,Update  Rows  Event  Info  get  Included  Columns  Before  Update,Table  Info  Long  String  Long  Update  Rows  Event  Data  Serializable  Bit  Set  Update  Rows  Writer,Update  Rows  Writer,,write  Event,Process  Session  String  Update  Rows  Event  Info  long  Relationship,1,1
22,convert  Attributes  From  Headers,Abstract  A  W  S  Gateway  Api  Processor,Map  String,,for  Each  entry  Set  get  Headers  get  Http  Response  get  Key  get  Value  is  Blank  put,Abstract  A  W  S  Gateway  Api  Processor,dynamic  Property  Names  regex  Attributes  To  Send  provided  Client  status  code  status  message  response  body  resource  name  attr  endpoint  attr  transaction  id  exception  class  exception  message  rel  response  name  rel  success  req  name  rel  retry  name  rel  no  retry  name  rel  failure  name  default  content  type  ignored  attributes  prop  method  prop  aws  api  key  prop  aws  gateway  api  endpoint  prop  aws  gateway  api  region  prop  resource  name  prop  query  params  prop  attributes  to  send  prop  put  output  in  attribute  prop  output  response  regardless  prop  penalize  no  retry  prop  put  attribute  max  length  prop  content  type  prop  send  body  prop  add  headers  to  request  prop  connect  timeout  prop  read  timeout,Abstract  A  W  S  Gateway  Api  Processor  Abstract  A  W  S  Gateway  Api  Processor  get  Supported  Dynamic  Property  Descriptor  on  Property  Modified  custom  Validate  create  Client  create  Client  configure  Request  configure  Request  get  Request  Body  To  Send  set  Header  Properties  get  Parameters  get  Relationship  For  Name  route  is  Success  log  Request  log  Response  get  Log  String,Amazon  Http  Client  String  Property  Descriptor  String  String  Validation  Context  Process  Context  A  W  S  Credentials  Provider  Client  Configuration  Process  Context  A  W  S  Credentials  Client  Configuration  Process  Context  Process  Session  String  Flow  File  Process  Context  Process  Session  String  Flow  File  Http  Method  Name  Process  Session  Process  Context  Flow  File  Process  Context  Generic  Api  Gateway  Request  Builder  Http  Method  Name  Flow  File  Process  Context  String  Set  Relationship  Flow  File  Flow  File  Process  Session  Process  Context  int  Set  Relationship  int  Component  Log  uri  Generic  Api  Gateway  Request  Component  Log  Generic  Api  Gateway  Response  String,Generic  Api  Gateway  Response,http  Response  body,Generic  Api  Gateway  Response  get  Http  Response  get  Body,Http  Response  Abstract  A  W  S  Gateway  Api  Processor,0,0
23,convert  Attributes  From  Headers,Abstract  A  W  S  Gateway  Api  Processor,Map  String,,for  Each  entry  Set  get  Headers  get  Http  Response  get  Key  get  Value  is  Blank  put,Generic  Api  Gateway  Response,http  Response  body,Generic  Api  Gateway  Response  get  Http  Response  get  Body,Http  Response  Abstract  A  W  S  Gateway  Api  Processor,Abstract  A  W  S  Gateway  Api  Processor,dynamic  Property  Names  regex  Attributes  To  Send  provided  Client  status  code  status  message  response  body  resource  name  attr  endpoint  attr  transaction  id  exception  class  exception  message  rel  response  name  rel  success  req  name  rel  retry  name  rel  no  retry  name  rel  failure  name  default  content  type  ignored  attributes  prop  method  prop  aws  api  key  prop  aws  gateway  api  endpoint  prop  aws  gateway  api  region  prop  resource  name  prop  query  params  prop  attributes  to  send  prop  put  output  in  attribute  prop  output  response  regardless  prop  penalize  no  retry  prop  put  attribute  max  length  prop  content  type  prop  send  body  prop  add  headers  to  request  prop  connect  timeout  prop  read  timeout,Abstract  A  W  S  Gateway  Api  Processor  Abstract  A  W  S  Gateway  Api  Processor  get  Supported  Dynamic  Property  Descriptor  on  Property  Modified  custom  Validate  create  Client  create  Client  configure  Request  configure  Request  get  Request  Body  To  Send  set  Header  Properties  get  Parameters  get  Relationship  For  Name  route  is  Success  log  Request  log  Response  get  Log  String,Amazon  Http  Client  String  Property  Descriptor  String  String  Validation  Context  Process  Context  A  W  S  Credentials  Provider  Client  Configuration  Process  Context  A  W  S  Credentials  Client  Configuration  Process  Context  Process  Session  String  Flow  File  Process  Context  Process  Session  String  Flow  File  Http  Method  Name  Process  Session  Process  Context  Flow  File  Process  Context  Generic  Api  Gateway  Request  Builder  Http  Method  Name  Flow  File  Process  Context  String  Set  Relationship  Flow  File  Flow  File  Process  Session  Process  Context  int  Set  Relationship  int  Component  Log  uri  Generic  Api  Gateway  Request  Component  Log  Generic  Api  Gateway  Response  String,1,1
24,to  Referenceable,Abstract  Lineage  Strategy,Referenceable,,set  get  Flow  Name  set  get  Qualified  Name  set  get  Url,Abstract  Lineage  Strategy,logger  lineage  Context,set  Lineage  Context  execute  Analyzer  add  Data  Set  Refs  add  Data  Set  Refs  to  Referenceable  to  Referenceable  create  Entity  add  Data  Set  Refs  add  Data  Set  Refs  is  Unassigned,Lineage  Context  Analysis  Context  Provenance  Event  Record  Ni  Fi  Flow  Data  Set  Refs  Ni  Fi  Flow  Set  Ni  Fi  Flow  Path  Data  Set  Refs  Ni  Fi  Flow  Path  Ni  Fi  Flow  Ni  Fi  Flow  Path  Referenceable  String  String  Atlas  Object  Id  Referenceable  Set  Referenceable  Referenceable  String  Data  Set  Refs  Referenceable  Id,Ni  Fi  Flow,logger  root  Process  Group  Id  flow  Name  namespace  url  atlas  Guid  ex  Entity  atlas  Object  Id  description  metadata  Updated  update  Audit  updated  Entity  Guids  still  Existing  Entity  Guids  traversed  Path  Ids  url  Updated  flow  Paths  processors  remote  Process  Groups  incoming  Connections  out  Going  Connections  queues  input  Ports  output  Ports  root  Input  Ports  root  Output  Ports  root  Input  Port  Entities  root  Output  Port  Entities  Entity  Change  Type,Ni  Fi  Flow  get  Atlas  Object  Id  get  Root  Process  Group  Id  get  Namespace  set  Namespace  create  Atlas  Object  Id  get  Ex  Entity  set  Ex  Entity  get  Atlas  Guid  set  Atlas  Guid  get  Qualified  Name  get  Description  set  Description  add  Connection  add  Processor  get  Processors  add  Remote  Process  Group  set  Flow  Name  get  Flow  Name  set  Url  get  Url  get  Incoming  Connections  get  Outgoing  Connections  add  Input  Port  get  Input  Ports  add  Output  Port  get  Output  Ports  add  Root  Input  Port  get  Root  Input  Ports  add  Root  Output  Port  get  Root  Output  Ports  get  Root  Input  Port  Entities  create  Or  Update  Root  Group  Port  Entity  get  Root  Output  Port  Entities  get  Or  Create  Queue  get  Queues  get  Flow  Paths  find  Path  is  Process  Component  is  Processor  is  Input  Port  is  Output  Port  is  Root  Input  Port  is  Root  Output  Port  get  Process  Component  Name  get  Process  Component  Name  start  Tracking  Changes  is  Metadata  Updated  to  Qualified  Name  contains  Change  get  Entity  Change  Type  get  Changed  Data  Set  Entities  get  Or  Create  Flow  Path  is  Traversed  Path  get  Flow  Path  Change  Type  get  Flow  Path  I  O  Change  Type  to  Atlas  Entity  set  Changed  I  O  Ids  to  Remaining  Flow  Path  I  O  Ids  get  Changed  Flow  Path  Entities  get  Update  Audit,String  String  Atlas  Entity  String  String  Connection  Status  Processor  Status  Remote  Process  Group  Status  String  String  String  String  Port  Status  Port  Status  Port  Status  Port  Status  boolean  String  String  String  String  String  String  String  String  String  String  String  String  Supplier  String  String  Abstract  Lineage  Strategy  Collection  Entity  Change  Type  String  String  String  Ni  Fi  Flow  Path  Atlas  Object  Id  Entity  Change  Type  Ni  Fi  Flow  Path  Ni  Fi  Flow  Path  Atlas  Entity  boolean  List  Atlas  Object  Id,0,0
