id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
10,create  Feature  Maps,int  Layer  D  Dimensions  Feature  Maps  Layer,void,,add  Feature  Map,Feature  Maps  Layer,serial  Version  U  I  D  kernel  map  Dimensions  feature  Maps,Feature  Maps  Layer  Feature  Maps  Layer  Feature  Maps  Layer  add  Feature  Map  get  Feature  Map  get  Number  Of  Maps  get  Neuron  At  get  Neurons  Count  calculate  get  Kernel  get  Map  Dimensions  connect  Maps,Neuron  Properties,serial  Version  U  I  D,Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  init  Keys  get  Input  Function  get  Transfer  Function  get  Neuron  Type  get  Transfer  Function  Properties  set  Property,0,0
11,create  Feature  Maps,int  Layer  D  Dimensions  Feature  Maps  Layer,void,,add  Feature  Map,Neuron  Properties,serial  Version  U  I  D,Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  init  Keys  get  Input  Function  get  Transfer  Function  get  Neuron  Type  get  Transfer  Function  Properties  set  Property,Feature  Maps  Layer,serial  Version  U  I  D  kernel  map  Dimensions  feature  Maps,Feature  Maps  Layer  Feature  Maps  Layer  Feature  Maps  Layer  add  Feature  Map  get  Feature  Map  get  Number  Of  Maps  get  Neuron  At  get  Neurons  Count  calculate  get  Kernel  get  Map  Dimensions  connect  Maps,1,1
12,get  K  Nearest  Neighbours,int  K  Nearest  Neighbour,K  Vector,,get  Data  Set  distance  From  set  Distance  get  get  Data  Set  get  Distance  size  get  Data  Set  get  Distance  get  get  Data  Set  get  get  Data  Set  get  Distance  get  get  Data  Set  set  get  Data  Set  get  get  Data  Set  set  get  Data  Set  get  get  Data  Set,K  Nearest  Neighbour,data  Set,get  Data  Set  set  Data  Set,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance,0,0
13,get  K  Nearest  Neighbours,int  K  Nearest  Neighbour,K  Vector,,get  Data  Set  distance  From  set  Distance  get  get  Data  Set  get  Distance  size  get  Data  Set  get  Distance  get  get  Data  Set  get  get  Data  Set  get  Distance  get  get  Data  Set  set  get  Data  Set  get  get  Data  Set  set  get  Data  Set  get  get  Data  Set,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance,K  Nearest  Neighbour,data  Set,get  Data  Set  set  Data  Set,1,1
14,assign  Vector,K  Vector,void,,get  Cluster  set  Cluster  add,Cluster,centroid  vectors,Cluster  get  Centroid  set  Centroid  remove  Point  get  Points  get  Avg  Sum  equals  size,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance  get  K  Nearest  Neighbours,0,0
15,assign  Vector,K  Vector,void,,get  Cluster  set  Cluster  add,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance  get  K  Nearest  Neighbours,Cluster,centroid  vectors,Cluster  get  Centroid  set  Centroid  remove  Point  get  Points  get  Avg  Sum  equals  size,1,0
16,get  Nearest  Cluster,K  Vector,Cluster,,distance  From  get  Centroid,K  Means  Clustering,data  Set  data  Vectors  number  Of  Clusters  clusters  log,K  Means  Clustering  K  Means  Clustering  init  Clusters  do  Clustering  recalculate  Centroids  get  Data  Set  set  Data  Set  set  Number  Of  Clusters  get  Clusters  get  Log,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance  get  K  Nearest  Neighbours,0,0
17,get  Nearest  Cluster,K  Vector,Cluster,,distance  From  get  Centroid,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance  get  K  Nearest  Neighbours,K  Means  Clustering,data  Set  data  Vectors  number  Of  Clusters  clusters  log,K  Means  Clustering  K  Means  Clustering  init  Clusters  do  Clustering  recalculate  Centroids  get  Data  Set  set  Data  Set  set  Number  Of  Clusters  get  Clusters  get  Log,1,0
18,calculate  Sigma,K  Vector  K  Vector,double,,pow  distance  From  sqrt,R  B  F  Learning,k,on  Start,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance  get  K  Nearest  Neighbours,0,0
19,calculate  Sigma,K  Vector  K  Vector,double,,pow  distance  From  sqrt,K  Vector,values  cluster  distance,K  Vector  K  Vector  set  Value  At  get  Value  At  get  Values  set  Values  get  Cluster  set  Cluster  get  Intensity  distance  From  size  to  String  get  Distance  set  Distance  get  K  Nearest  Neighbours,R  B  F  Learning,k,on  Start,1,0
20,adjust  Cell  Weights,Neuron  int,void,,get  Input  Connections  get  Input  get  Value  get  Weight  inc  get  Weight,Kohonen  Learning,serial  Version  U  I  D  learning  Rate  iterations  dec  Step  map  Size  n  R  current  Iteration,Kohonen  Learning  learn  learn  Pattern  get  Closest  is  Neighbor  get  Learning  Rate  set  Learning  Rate  set  Iterations  get  Iteration  get  Map  Size  set  Neural  Network,Neuron,serial  Version  U  I  D  parent  Layer  input  Connections  out  Connections  net  Input  output  error  input  Function  transfer  Function  label,Neuron  Neuron  calculate  reset  set  Input  get  Net  Input  get  Output  has  Input  Connections  has  Output  Connection  To  has  Input  Connection  From  add  Input  Connection  add  Input  Connection  add  Input  Connection  add  Output  Connection  get  Input  Connections  get  Out  Connections  remove  Input  Connection  remove  Output  Connection  remove  Input  Connection  From  remove  Output  Connection  To  remove  All  Input  Connections  remove  All  Output  Connections  remove  All  Connections  get  Connection  From  set  Input  Function  set  Transfer  Function  get  Input  Function  get  Transfer  Function  set  Parent  Layer  get  Parent  Layer  get  Weights  get  Error  set  Error  set  Output  initialize  Weights  get  Label  set  Label  remove  Neuron,0,0
21,adjust  Cell  Weights,Neuron  int,void,,get  Input  Connections  get  Input  get  Value  get  Weight  inc  get  Weight,Neuron,serial  Version  U  I  D  parent  Layer  input  Connections  out  Connections  net  Input  output  error  input  Function  transfer  Function  label,Neuron  Neuron  calculate  reset  set  Input  get  Net  Input  get  Output  has  Input  Connections  has  Output  Connection  To  has  Input  Connection  From  add  Input  Connection  add  Input  Connection  add  Input  Connection  add  Output  Connection  get  Input  Connections  get  Out  Connections  remove  Input  Connection  remove  Output  Connection  remove  Input  Connection  From  remove  Output  Connection  To  remove  All  Input  Connections  remove  All  Output  Connections  remove  All  Connections  get  Connection  From  set  Input  Function  set  Transfer  Function  get  Input  Function  get  Transfer  Function  set  Parent  Layer  get  Parent  Layer  get  Weights  get  Error  set  Error  set  Output  initialize  Weights  get  Label  set  Label  remove  Neuron,Kohonen  Learning,serial  Version  U  I  D  learning  Rate  iterations  dec  Step  map  Size  n  R  current  Iteration,Kohonen  Learning  learn  learn  Pattern  get  Closest  is  Neighbor  get  Learning  Rate  set  Learning  Rate  set  Iterations  get  Iteration  get  Map  Size  set  Neural  Network,1,0
22,create  Network,List  Integer  Neuron  Properties,void,,set  Network  Type  create  Layer  get  has  Property  get  Property  add  Neuron  add  Layer  size  get  create  Layer  size  add  Neuron  add  Layer  full  Connect  set  Default  I  O  set  Learning  Rule  randomize  Weights,Multi  Layer  Perceptron,serial  Version  U  I  D,Multi  Layer  Perceptron  Multi  Layer  Perceptron  Multi  Layer  Perceptron  Multi  Layer  Perceptron  Multi  Layer  Perceptron  connect  Inputs  To  Outputs,Neuron  Properties,serial  Version  U  I  D,Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  init  Keys  get  Input  Function  get  Transfer  Function  get  Neuron  Type  get  Transfer  Function  Properties  set  Property  create  Feature  Maps,0,0
23,create  Network,List  Integer  Neuron  Properties,void,,set  Network  Type  create  Layer  get  has  Property  get  Property  add  Neuron  add  Layer  size  get  create  Layer  size  add  Neuron  add  Layer  full  Connect  set  Default  I  O  set  Learning  Rule  randomize  Weights,Neuron  Properties,serial  Version  U  I  D,Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  Neuron  Properties  init  Keys  get  Input  Function  get  Transfer  Function  get  Neuron  Type  get  Transfer  Function  Properties  set  Property  create  Feature  Maps,Multi  Layer  Perceptron,serial  Version  U  I  D,Multi  Layer  Perceptron  Multi  Layer  Perceptron  Multi  Layer  Perceptron  Multi  Layer  Perceptron  Multi  Layer  Perceptron  connect  Inputs  To  Outputs,1,0
24,randomize,Neural  Network,void,,get  Layers  randomize,Weights  Randomizer,random  Generator,Weights  Randomizer  Weights  Randomizer  get  Random  Generator  set  Random  Generator  randomize  randomize  next  Random  Weight,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,0,0
25,randomize,Neural  Network,void,,get  Layers  randomize,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,Weights  Randomizer,random  Generator,Weights  Randomizer  Weights  Randomizer  get  Random  Generator  set  Random  Generator  randomize  randomize  next  Random  Weight,1,0
26,create  Product  Labels,Layer,void,,set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At,Recommender  Network,serial  Version  U  I  D  input  Layer  Idx  type  Layer  Idx  brand  Layer  Idx  price  Layer  Idx  promo  Layer  Idx  output  Layer  Idx,Recommender  Network  create  Demo  Network  create  Type  Connections  create  Brand  Connections  create  Price  Connections  create  Promo  Connections  create  Type  Labels  create  Brand  Labels  create  Price  Labels  create  Promo  Labels,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,0,0
27,create  Product  Labels,Layer,void,,set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,Recommender  Network,serial  Version  U  I  D  input  Layer  Idx  type  Layer  Idx  brand  Layer  Idx  price  Layer  Idx  promo  Layer  Idx  output  Layer  Idx,Recommender  Network  create  Demo  Network  create  Type  Connections  create  Brand  Connections  create  Price  Connections  create  Promo  Connections  create  Type  Labels  create  Brand  Labels  create  Price  Labels  create  Promo  Labels,1,0
28,create  Type  Labels,Layer,void,,set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At,Recommender  Network,serial  Version  U  I  D  input  Layer  Idx  type  Layer  Idx  brand  Layer  Idx  price  Layer  Idx  promo  Layer  Idx  output  Layer  Idx,Recommender  Network  create  Demo  Network  create  Type  Connections  create  Brand  Connections  create  Price  Connections  create  Promo  Connections  create  Product  Labels  create  Brand  Labels  create  Price  Labels  create  Promo  Labels,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,0,0
29,create  Type  Labels,Layer,void,,set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,Recommender  Network,serial  Version  U  I  D  input  Layer  Idx  type  Layer  Idx  brand  Layer  Idx  price  Layer  Idx  promo  Layer  Idx  output  Layer  Idx,Recommender  Network  create  Demo  Network  create  Type  Connections  create  Brand  Connections  create  Price  Connections  create  Promo  Connections  create  Product  Labels  create  Brand  Labels  create  Price  Labels  create  Promo  Labels,1,0
30,create  Brand  Labels,Layer,void,,set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At,Recommender  Network,serial  Version  U  I  D  input  Layer  Idx  type  Layer  Idx  brand  Layer  Idx  price  Layer  Idx  promo  Layer  Idx  output  Layer  Idx,Recommender  Network  create  Demo  Network  create  Type  Connections  create  Brand  Connections  create  Price  Connections  create  Promo  Connections  create  Product  Labels  create  Type  Labels  create  Price  Labels  create  Promo  Labels,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,0,0
31,create  Brand  Labels,Layer,void,,set  Label  get  Neuron  At  set  Label  get  Neuron  At  set  Label  get  Neuron  At,Layer,serial  Version  U  I  D  parent  Network  neurons  label,Layer  Layer  Layer  set  Parent  Network  get  Parent  Network  get  Neurons  add  Neuron  add  Neuron  set  Neuron  remove  Neuron  At  remove  All  Neurons  get  Neuron  At  index  Of  get  Neurons  Count  calculate  reset  initialize  Weights  get  Label  set  Label  is  Empty,Recommender  Network,serial  Version  U  I  D  input  Layer  Idx  type  Layer  Idx  brand  Layer  Idx  price  Layer  Idx  promo  Layer  Idx  output  Layer  Idx,Recommender  Network  create  Demo  Network  create  Type  Connections  create  Brand  Connections  create  Price  Connections  create  Promo  Connections  create  Product  Labels  create  Type  Labels  create  Price  Labels  create  Promo  Labels,1,0
