id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
10,error  Settings,Fixed  Width  Writer  Settings  Fixed  Width  Write  Options,void,,error  Content  Length  set  Error  Content  Length  error  Content  Length  null  Value  set  Null  Value  null  Value  empty  Value  set  Empty  Value  empty  Value,Fixed  Width  Writer,instance,register  write  fixed  Width  Writer  Settings  column  Row  Settings  skip  Ignore  Settings  write,Fixed  Width  Write  Options,header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  Builder  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline,Fixed  Width  Write  Options  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  builder  builder  builder  builder  builder  fixed  Width  Format  Builder  Builder  Builder  Builder  line  Separator  line  Separator  String  header  header  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  build,0,0
11,error  Settings,Fixed  Width  Writer  Settings  Fixed  Width  Write  Options,void,,error  Content  Length  set  Error  Content  Length  error  Content  Length  null  Value  set  Null  Value  null  Value  empty  Value  set  Empty  Value  empty  Value,Fixed  Width  Write  Options,header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  Builder  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline,Fixed  Width  Write  Options  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  builder  builder  builder  builder  builder  fixed  Width  Format  Builder  Builder  Builder  Builder  line  Separator  line  Separator  String  header  header  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  build,Fixed  Width  Writer,instance,register  write  fixed  Width  Writer  Settings  column  Row  Settings  skip  Ignore  Settings  write,1,0
12,skip  Ignore  Settings,Fixed  Width  Writer  Settings  Fixed  Width  Write  Options,void,,ignore  Trailing  Whitespaces  set  Ignore  Trailing  Whitespaces  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  set  Ignore  Leading  Whitespaces  ignore  Leading  Whitespaces  skip  Bits  As  Whitespace  set  Skip  Bits  As  Whitespace  skip  Bits  As  Whitespace  skip  Empty  Lines  set  Skip  Empty  Lines  skip  Empty  Lines,Fixed  Width  Writer,instance,register  write  fixed  Width  Writer  Settings  column  Row  Settings  error  Settings  write,Fixed  Width  Write  Options,header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  Builder  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline,Fixed  Width  Write  Options  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  builder  builder  builder  builder  builder  fixed  Width  Format  Builder  Builder  Builder  Builder  line  Separator  line  Separator  String  header  header  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  build,0,0
13,skip  Ignore  Settings,Fixed  Width  Writer  Settings  Fixed  Width  Write  Options,void,,ignore  Trailing  Whitespaces  set  Ignore  Trailing  Whitespaces  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  set  Ignore  Leading  Whitespaces  ignore  Leading  Whitespaces  skip  Bits  As  Whitespace  set  Skip  Bits  As  Whitespace  skip  Bits  As  Whitespace  skip  Empty  Lines  set  Skip  Empty  Lines  skip  Empty  Lines,Fixed  Width  Write  Options,header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  Builder  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline,Fixed  Width  Write  Options  header  line  Separator  line  Separator  String  column  Specs  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  builder  builder  builder  builder  builder  fixed  Width  Format  Builder  Builder  Builder  Builder  line  Separator  line  Separator  String  header  header  default  Padding  For  Headers  skip  Bits  As  Whitespace  default  Alignment  For  Headers  skip  Empty  Lines  expand  Incomplete  Rows  auto  Configuration  Enabled  error  Content  Length  write  Line  Separator  After  Record  ignore  Trailing  Whitespaces  ignore  Leading  Whitespaces  column  Reordering  Enabled  empty  Value  null  Value  comment  padding  lookup  Wildcard  normalized  Newline  build,Fixed  Width  Writer,instance,register  write  fixed  Width  Writer  Settings  column  Row  Settings  error  Settings  write,1,0
14,table  Name,int  Data  Frame  Printer,String,,length  name  name  length  name  repeat  name  repeat  length,Data  Frame  Printer,too  short  column  marker  max  Rows  stream,Data  Frame  Printer  get  Widths  get  Header  Template  get  Data  Template  whitespace  print  get  Header  Tokens  get  Data  Token  get  Data  Tokens,Relation,,add  Columns  set  Name  is  Empty  shape  remove  Columns  remove  Columns  remove  Columns  columns  Of  Type  first  column  Index  column  column  column  Count  row  Count  columns  columns  columns  column  Index  get  name  clear  column  Names  column  Types  col  Widths  to  String  print  All  print  print  structure  summary  boolean  Column  boolean  Column  number  Column  number  Column  double  Column  double  Column  string  Columns  number  Columns  numeric  Columns  numeric  Columns  numeric  Columns  boolean  Columns  date  Columns  date  Time  Columns  instant  Columns  time  Columns  categorical  Column  categorical  Column  categorical  Columns  n  Col  n  Col  int  Column  int  Column  short  Column  short  Column  long  Column  long  Column  float  Column  float  Column  date  Column  date  Column  time  Column  time  Column  string  Column  string  Column  text  Column  text  Column  date  Time  Column  date  Time  Column  instant  Column  instant  Column  as  smile  get  Unformatted  get  String  get  String  contains  Column,0,0
15,table  Name,int  Data  Frame  Printer,String,,length  name  name  length  name  repeat  name  repeat  length,Relation,,add  Columns  set  Name  is  Empty  shape  remove  Columns  remove  Columns  remove  Columns  columns  Of  Type  first  column  Index  column  column  column  Count  row  Count  columns  columns  columns  column  Index  get  name  clear  column  Names  column  Types  col  Widths  to  String  print  All  print  print  structure  summary  boolean  Column  boolean  Column  number  Column  number  Column  double  Column  double  Column  string  Columns  number  Columns  numeric  Columns  numeric  Columns  numeric  Columns  boolean  Columns  date  Columns  date  Time  Columns  instant  Columns  time  Columns  categorical  Column  categorical  Column  categorical  Columns  n  Col  n  Col  int  Column  int  Column  short  Column  short  Column  long  Column  long  Column  float  Column  float  Column  date  Column  date  Column  time  Column  time  Column  string  Column  string  Column  text  Column  text  Column  date  Time  Column  date  Time  Column  instant  Column  instant  Column  as  smile  get  Unformatted  get  String  get  String  contains  Column,Data  Frame  Printer,too  short  column  marker  max  Rows  stream,Data  Frame  Printer  get  Widths  get  Header  Template  get  Data  Template  whitespace  print  get  Header  Tokens  get  Data  Token  get  Data  Tokens,1,1
16,get  Header  Tokens,Relation,String,,column  Count  for  Each  range  name  column,Data  Frame  Printer,too  short  column  marker  max  Rows  stream,Data  Frame  Printer  get  Widths  get  Header  Template  get  Data  Template  whitespace  print  get  Data  Token  get  Data  Tokens,Relation,,add  Columns  set  Name  is  Empty  shape  remove  Columns  remove  Columns  remove  Columns  columns  Of  Type  first  column  Index  column  column  column  Count  row  Count  columns  columns  columns  column  Index  get  name  clear  column  Names  column  Types  col  Widths  to  String  print  All  print  print  structure  summary  boolean  Column  boolean  Column  number  Column  number  Column  double  Column  double  Column  string  Columns  number  Columns  numeric  Columns  numeric  Columns  numeric  Columns  boolean  Columns  date  Columns  date  Time  Columns  instant  Columns  time  Columns  categorical  Column  categorical  Column  categorical  Columns  n  Col  n  Col  int  Column  int  Column  short  Column  short  Column  long  Column  long  Column  float  Column  float  Column  date  Column  date  Column  time  Column  time  Column  string  Column  string  Column  text  Column  text  Column  date  Time  Column  date  Time  Column  instant  Column  instant  Column  as  smile  get  Unformatted  get  String  get  String  contains  Column  table  Name,0,0
17,get  Header  Tokens,Relation,String,,column  Count  for  Each  range  name  column,Relation,,add  Columns  set  Name  is  Empty  shape  remove  Columns  remove  Columns  remove  Columns  columns  Of  Type  first  column  Index  column  column  column  Count  row  Count  columns  columns  columns  column  Index  get  name  clear  column  Names  column  Types  col  Widths  to  String  print  All  print  print  structure  summary  boolean  Column  boolean  Column  number  Column  number  Column  double  Column  double  Column  string  Columns  number  Columns  numeric  Columns  numeric  Columns  numeric  Columns  boolean  Columns  date  Columns  date  Time  Columns  instant  Columns  time  Columns  categorical  Column  categorical  Column  categorical  Columns  n  Col  n  Col  int  Column  int  Column  short  Column  short  Column  long  Column  long  Column  float  Column  float  Column  date  Column  date  Column  time  Column  time  Column  string  Column  string  Column  text  Column  text  Column  date  Time  Column  date  Time  Column  instant  Column  instant  Column  as  smile  get  Unformatted  get  String  get  String  contains  Column  table  Name,Data  Frame  Printer,too  short  column  marker  max  Rows  stream,Data  Frame  Printer  get  Widths  get  Header  Template  get  Data  Template  whitespace  print  get  Data  Token  get  Data  Tokens,1,0
18,get  Column  Names,Column  Type  Abstract  Parser  File  Reader,String,,header  parse  Next  trim,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  add  Values  To  Columns  get  Parser  Map  select  Column  Names  get  Type  String,Read  Options,default  ignore  zero  decimal  default  types  extended  types  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Time  Format  time  Format  locale  missing  Value  Indicator  minimize  Column  Sizes  max  Chars  Per  Column  ignore  Zero  Decimal  date  Formatter  date  Time  Formatter  time  Formatter  header  Builder  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Formatter  time  Format  time  Formatter  date  Time  Format  date  Time  Formatter  locale  missing  Value  Indicator  minimize  Column  Sizes  header  max  Chars  Per  Column  ignore  Zero  Decimal,Read  Options  source  table  Name  column  Types  To  Detect  sample  minimize  Column  Sizes  missing  Value  Indicator  locale  header  ignore  Zero  Decimal  date  Time  Formatter  time  Formatter  date  Formatter  Builder  Builder  Builder  Builder  Builder  Builder  table  Name  header  date  Format  date  Format  time  Format  time  Format  date  Time  Format  date  Time  Format  missing  Value  Indicator  max  Chars  Per  Column  ignore  Zero  Decimal  sample  locale  column  Types  To  Detect  minimize  Column  Sizes  build,0,0
19,get  Column  Names,Column  Type  Abstract  Parser  File  Reader,String,,header  parse  Next  trim,Read  Options,default  ignore  zero  decimal  default  types  extended  types  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Time  Format  time  Format  locale  missing  Value  Indicator  minimize  Column  Sizes  max  Chars  Per  Column  ignore  Zero  Decimal  date  Formatter  date  Time  Formatter  time  Formatter  header  Builder  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Formatter  time  Format  time  Formatter  date  Time  Format  date  Time  Formatter  locale  missing  Value  Indicator  minimize  Column  Sizes  header  max  Chars  Per  Column  ignore  Zero  Decimal,Read  Options  source  table  Name  column  Types  To  Detect  sample  minimize  Column  Sizes  missing  Value  Indicator  locale  header  ignore  Zero  Decimal  date  Time  Formatter  time  Formatter  date  Formatter  Builder  Builder  Builder  Builder  Builder  Builder  table  Name  header  date  Format  date  Format  time  Format  time  Format  date  Time  Format  date  Time  Format  missing  Value  Indicator  max  Chars  Per  Column  ignore  Zero  Decimal  sample  locale  column  Types  To  Detect  minimize  Column  Sizes  build,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  add  Values  To  Columns  get  Parser  Map  select  Column  Names  get  Type  String,1,1
20,add  Values  To  Columns,Table  int  String  Map  String  Abstract  Column  Parser  int  int,void,,column  get  name  set  append  Cell  column  Names,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  get  Parser  Map  select  Column  Names  get  Type  String,Table,default  Reader  Registry  default  Writer  Registry  column  List  name  row  curr  Row  curr  Row  Row  Pair  first  second,Table  Table  Table  Table  auto  Register  Readers  And  Writers  create  create  create  create  create  create  create  create  first  get  Sort  read  write  add  Columns  validate  Column  check  Column  Size  insert  Column  replace  Column  replace  Column  replace  Column  set  Name  column  column  Count  row  Count  columns  column  Array  categorical  Columns  column  Index  column  Index  name  column  Names  copy  empty  Copy  empty  Copy  sample  Split  stratified  Sample  Split  sample  X  sample  N  clear  first  last  sort  On  sort  On  sort  Ascending  On  sort  Descending  On  sort  On  sort  On  sort  On  rows  add  Row  row  rows  drop  Rows  in  Range  in  Range  drop  Range  drop  Range  where  where  drop  Where  drop  Where  pivot  pivot  split  On  split  On  structure  drop  Duplicate  Rows  drop  Rows  With  Missing  Values  select  select  remove  Columns  remove  Columns  With  Missing  Values  retain  Columns  retain  Columns  append  append  Row  concat  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  x  Tab  Counts  x  Tab  Row  Percents  x  Tab  Column  Percents  x  Tab  Table  Percents  x  Tab  Percents  x  Tab  Counts  count  By  count  By  join  On  missing  Value  Counts  iterator  next  has  Next  rolling  Iterator  next  has  Next  stepping  Iterator  next  has  Next  stream  stepping  Stream  rolling  Stream  transpose  transpose  validate  Table  Has  Single  Column  Type  transpose  do  With  Rows  detect  step  With  Rows  do  With  Rows  do  With  Row  Pairs  roll  With  Rows  Row  Pair  get  First  get  Second  do  With  Pair  get  Result,0,0
21,add  Values  To  Columns,Table  int  String  Map  String  Abstract  Column  Parser  int  int,void,,column  get  name  set  append  Cell  column  Names,Table,default  Reader  Registry  default  Writer  Registry  column  List  name  row  curr  Row  curr  Row  Row  Pair  first  second,Table  Table  Table  Table  auto  Register  Readers  And  Writers  create  create  create  create  create  create  create  create  first  get  Sort  read  write  add  Columns  validate  Column  check  Column  Size  insert  Column  replace  Column  replace  Column  replace  Column  set  Name  column  column  Count  row  Count  columns  column  Array  categorical  Columns  column  Index  column  Index  name  column  Names  copy  empty  Copy  empty  Copy  sample  Split  stratified  Sample  Split  sample  X  sample  N  clear  first  last  sort  On  sort  On  sort  Ascending  On  sort  Descending  On  sort  On  sort  On  sort  On  rows  add  Row  row  rows  drop  Rows  in  Range  in  Range  drop  Range  drop  Range  where  where  drop  Where  drop  Where  pivot  pivot  split  On  split  On  structure  drop  Duplicate  Rows  drop  Rows  With  Missing  Values  select  select  remove  Columns  remove  Columns  With  Missing  Values  retain  Columns  retain  Columns  append  append  Row  concat  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  x  Tab  Counts  x  Tab  Row  Percents  x  Tab  Column  Percents  x  Tab  Table  Percents  x  Tab  Percents  x  Tab  Counts  count  By  count  By  join  On  missing  Value  Counts  iterator  next  has  Next  rolling  Iterator  next  has  Next  stepping  Iterator  next  has  Next  stream  stepping  Stream  rolling  Stream  transpose  transpose  validate  Table  Has  Single  Column  Type  transpose  do  With  Rows  detect  step  With  Rows  do  With  Rows  do  With  Row  Pairs  roll  With  Rows  Row  Pair  get  First  get  Second  do  With  Pair  get  Result,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  get  Parser  Map  select  Column  Names  get  Type  String,1,0
22,get  Parser  Map,Read  Options  Table,Map  String,,columns  custom  Parser  type  put  name,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  add  Values  To  Columns  select  Column  Names  get  Type  String,Table,default  Reader  Registry  default  Writer  Registry  column  List  name  row  curr  Row  curr  Row  Row  Pair  first  second,Table  Table  Table  Table  auto  Register  Readers  And  Writers  create  create  create  create  create  create  create  create  first  get  Sort  read  write  add  Columns  validate  Column  check  Column  Size  insert  Column  replace  Column  replace  Column  replace  Column  set  Name  column  column  Count  row  Count  columns  column  Array  categorical  Columns  column  Index  column  Index  name  column  Names  copy  empty  Copy  empty  Copy  sample  Split  stratified  Sample  Split  sample  X  sample  N  clear  first  last  sort  On  sort  On  sort  Ascending  On  sort  Descending  On  sort  On  sort  On  sort  On  rows  add  Row  row  rows  drop  Rows  in  Range  in  Range  drop  Range  drop  Range  where  where  drop  Where  drop  Where  pivot  pivot  split  On  split  On  structure  drop  Duplicate  Rows  drop  Rows  With  Missing  Values  select  select  remove  Columns  remove  Columns  With  Missing  Values  retain  Columns  retain  Columns  append  append  Row  concat  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  x  Tab  Counts  x  Tab  Row  Percents  x  Tab  Column  Percents  x  Tab  Table  Percents  x  Tab  Percents  x  Tab  Counts  count  By  count  By  join  On  missing  Value  Counts  iterator  next  has  Next  rolling  Iterator  next  has  Next  stepping  Iterator  next  has  Next  stream  stepping  Stream  rolling  Stream  transpose  transpose  validate  Table  Has  Single  Column  Type  transpose  do  With  Rows  detect  step  With  Rows  do  With  Rows  do  With  Row  Pairs  roll  With  Rows  Row  Pair  get  First  get  Second  do  With  Pair  get  Result,0,0
23,get  Parser  Map,Read  Options  Table,Map  String,,columns  custom  Parser  type  put  name,Table,default  Reader  Registry  default  Writer  Registry  column  List  name  row  curr  Row  curr  Row  Row  Pair  first  second,Table  Table  Table  Table  auto  Register  Readers  And  Writers  create  create  create  create  create  create  create  create  first  get  Sort  read  write  add  Columns  validate  Column  check  Column  Size  insert  Column  replace  Column  replace  Column  replace  Column  set  Name  column  column  Count  row  Count  columns  column  Array  categorical  Columns  column  Index  column  Index  name  column  Names  copy  empty  Copy  empty  Copy  sample  Split  stratified  Sample  Split  sample  X  sample  N  clear  first  last  sort  On  sort  On  sort  Ascending  On  sort  Descending  On  sort  On  sort  On  sort  On  rows  add  Row  row  rows  drop  Rows  in  Range  in  Range  drop  Range  drop  Range  where  where  drop  Where  drop  Where  pivot  pivot  split  On  split  On  structure  drop  Duplicate  Rows  drop  Rows  With  Missing  Values  select  select  remove  Columns  remove  Columns  With  Missing  Values  retain  Columns  retain  Columns  append  append  Row  concat  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  x  Tab  Counts  x  Tab  Row  Percents  x  Tab  Column  Percents  x  Tab  Table  Percents  x  Tab  Percents  x  Tab  Counts  count  By  count  By  join  On  missing  Value  Counts  iterator  next  has  Next  rolling  Iterator  next  has  Next  stepping  Iterator  next  has  Next  stream  stepping  Stream  rolling  Stream  transpose  transpose  validate  Table  Has  Single  Column  Type  transpose  do  With  Rows  detect  step  With  Rows  do  With  Rows  do  With  Row  Pairs  roll  With  Rows  Row  Pair  get  First  get  Second  do  With  Pair  get  Result,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  add  Values  To  Columns  select  Column  Names  get  Type  String,1,0
24,get  Parser  Map,Read  Options  Table,Map  String,,columns  custom  Parser  type  put  name,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  add  Values  To  Columns  select  Column  Names  get  Type  String,Read  Options,default  ignore  zero  decimal  default  types  extended  types  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Time  Format  time  Format  locale  missing  Value  Indicator  minimize  Column  Sizes  max  Chars  Per  Column  ignore  Zero  Decimal  date  Formatter  date  Time  Formatter  time  Formatter  header  Builder  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Formatter  time  Format  time  Formatter  date  Time  Format  date  Time  Formatter  locale  missing  Value  Indicator  minimize  Column  Sizes  header  max  Chars  Per  Column  ignore  Zero  Decimal,Read  Options  source  table  Name  column  Types  To  Detect  sample  minimize  Column  Sizes  missing  Value  Indicator  locale  header  ignore  Zero  Decimal  date  Time  Formatter  time  Formatter  date  Formatter  get  Column  Names  Builder  Builder  Builder  Builder  Builder  Builder  table  Name  header  date  Format  date  Format  time  Format  time  Format  date  Time  Format  date  Time  Format  missing  Value  Indicator  max  Chars  Per  Column  ignore  Zero  Decimal  sample  locale  column  Types  To  Detect  minimize  Column  Sizes  build,0,0
25,get  Parser  Map,Read  Options  Table,Map  String,,columns  custom  Parser  type  put  name,Read  Options,default  ignore  zero  decimal  default  types  extended  types  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Time  Format  time  Format  locale  missing  Value  Indicator  minimize  Column  Sizes  max  Chars  Per  Column  ignore  Zero  Decimal  date  Formatter  date  Time  Formatter  time  Formatter  header  Builder  source  table  Name  column  Types  To  Detect  sample  date  Format  date  Formatter  time  Format  time  Formatter  date  Time  Format  date  Time  Formatter  locale  missing  Value  Indicator  minimize  Column  Sizes  header  max  Chars  Per  Column  ignore  Zero  Decimal,Read  Options  source  table  Name  column  Types  To  Detect  sample  minimize  Column  Sizes  missing  Value  Indicator  locale  header  ignore  Zero  Decimal  date  Time  Formatter  time  Formatter  date  Formatter  get  Column  Names  Builder  Builder  Builder  Builder  Builder  Builder  table  Name  header  date  Format  date  Format  time  Format  time  Format  date  Time  Format  date  Time  Format  missing  Value  Indicator  max  Chars  Per  Column  ignore  Zero  Decimal  sample  locale  column  Types  To  Detect  minimize  Column  Sizes  build,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  add  Values  To  Columns  select  Column  Names  get  Type  String,1,0
26,get  Type  String,Table,String,,append  append  line  Separator  column  column  column  column  Index  column  Index  column  Index  column  Width  column  Width  column  Width  row  Count  pad  End  get  append  append  pad  End  get  Unformatted  append  append  pad  End  get  Unformatted  append  append  append  line  Separator  append  append  line  Separator  to  String,File  Reader,logger  unlimited  sample  size  next  Row,get  Column  Types  has  Next  next  clean  Name  parse  Rows  parse  Rows  add  Rows  add  Values  To  Columns  get  Parser  Map  select  Column  Names,Table,default  Reader  Registry  default  Writer  Registry  column  List  name  row  curr  Row  curr  Row  Row  Pair  first  second,Table  Table  Table  Table  auto  Register  Readers  And  Writers  create  create  create  create  create  create  create  create  first  get  Sort  read  write  add  Columns  validate  Column  check  Column  Size  insert  Column  replace  Column  replace  Column  replace  Column  set  Name  column  column  Count  row  Count  columns  column  Array  categorical  Columns  column  Index  column  Index  name  column  Names  copy  empty  Copy  empty  Copy  sample  Split  stratified  Sample  Split  sample  X  sample  N  clear  first  last  sort  On  sort  On  sort  Ascending  On  sort  Descending  On  sort  On  sort  On  sort  On  rows  add  Row  row  rows  drop  Rows  in  Range  in  Range  drop  Range  drop  Range  where  where  drop  Where  drop  Where  pivot  pivot  split  On  split  On  structure  drop  Duplicate  Rows  drop  Rows  With  Missing  Values  select  select  remove  Columns  remove  Columns  With  Missing  Values  retain  Columns  retain  Columns  append  append  Row  concat  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  summarize  x  Tab  Counts  x  Tab  Row  Percents  x  Tab  Column  Percents  x  Tab  Table  Percents  x  Tab  Percents  x  Tab  Counts  count  By  count  By  join  On  missing  Value  Counts  iterator  next  has  Next  rolling  Iterator  next  has  Next  stepping  Iterator  next  has  Next  stream  stepping  Stream  rolling  Stream  transpose  transpose  validate  Table  Has  Single  Column  Type  transpose  do  With  Rows  detect  step  With  Rows  do  With  Rows  do  With  Row  Pairs  roll  With  Rows  Row  Pair  get  First  get  Second  do  With  Pair  get  Result,0,0
