id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
14,find  Invoke  Expr,Stmt  Invoke  Expr,Invoke  Expr,vt,get  Op  get  Op  get  Op,New  Transformer,ignored  keep  Frame  tmp  stmt  Traveler  current  T  Object  invoke  Stmt  local  use  Before  Init  init  Vx  init  obj,transform  replace  X  replace  A  S  T  replace  make  Sure  Used  Before  Constructor  travel  travel  merge  init  First  Frame  exec  use  T  Object  Vx,Stmt,E  Stmt  E  Stmt  op  E  Stmt  op  op  can  continue  can  brnanch  can  switch  can  throw  may  throw  st  config  cfg  froms  exception  Handlers  visited  frame  ts  default  next  et  id  list  next  pre  st,move  End  E  Stmt  E  Stmt  get  Op  set  Op  E  Stmt  get  Op  get  Op  set  Op  set  Op  st  can  Branch  can  Continue  can  Switch  may  Throw  can  Throw  Stmt  clone  get  Next  get  Op  get  Op  get  Op  get  Ops  get  Pre  set  Op  set  Op  set  Op  set  Ops,0,0
15,find  Invoke  Expr,Stmt  Invoke  Expr,Invoke  Expr,vt,get  Op  get  Op  get  Op,Stmt,E  Stmt  E  Stmt  op  E  Stmt  op  op  can  continue  can  brnanch  can  switch  can  throw  may  throw  st  config  cfg  froms  exception  Handlers  visited  frame  ts  default  next  et  id  list  next  pre  st,move  End  E  Stmt  E  Stmt  get  Op  set  Op  E  Stmt  get  Op  get  Op  set  Op  set  Op  st  can  Branch  can  Continue  can  Switch  may  Throw  can  Throw  Stmt  clone  get  Next  get  Op  get  Op  get  Op  get  Ops  get  Pre  set  Op  set  Op  set  Op  set  Ops,New  Transformer,ignored  keep  Frame  tmp  stmt  Traveler  current  T  Object  invoke  Stmt  local  use  Before  Init  init  Vx  init  obj,transform  replace  X  replace  A  S  T  replace  make  Sure  Used  Before  Constructor  travel  travel  merge  init  First  Frame  exec  use  T  Object  Vx,1,0
16,clean  Tags  And  Re  Index,Ir  Method,void,,,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
17,clean  Tags  And  Re  Index,Ir  Method,void,,,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,1,0
18,delete  Dead  Code,Ir  Method,void,,iterator  has  Next  next  remove,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
19,delete  Dead  Code,Ir  Method,void,,iterator  has  Next  next  remove,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  prepare  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,1,0
20,prepare,Ir  Method,boolean,,re  Index  Local  travel,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
21,prepare,Ir  Method,boolean,,re  Index  Local  travel,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,S  S  A  Transformer,S  S  A  Analyze  next  Index  S  S  A  Value  local  other  Parents  used  parent,clean  Tags  And  Re  Index  delete  Dead  Code  replace  Locals  With  S  S  A  on  Assign  on  Use  transform  on  Assign  on  Use  on  Assign  on  Use  S  S  A  Analyze  after  Exec  on  Use  on  Assign  analyze  Value  clear  Ls  Empty  Value  From  Frame  init  init  C  F  G  mark  Used  merge  need  Copy  Frame  new  Frame  new  Value  on  Assign  Local  on  Use  Local  relation  Merge  link  Parent  Children  to  Rsp  to  String,1,0
22,clean,Ir  Method,void,,,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
23,clean,Ir  Method,void,,,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,1,0
24,mark  Replacable,Ir  Method,void,,equals  equals,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
25,mark  Replacable,Ir  Method,void,,equals  equals,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Constant  collect  init  Const  Analyze  Value  is  Zero,1,0
26,mark  Constant,Ir  Method,void,tag,add  All  is  Empty  poll  equals  equals  add  equals  equals  add,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  collect  init  Const  Analyze  Value  is  Zero,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
27,mark  Constant,Ir  Method,void,tag,add  All  is  Empty  poll  equals  equals  add  equals  equals  add,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  collect  init  Const  Analyze  Value  is  Zero,1,0
28,collect,Ir  Method,void,tag  tag,get  First  get  Next  trim  trim  add  add  trim  add  add,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  init  Const  Analyze  Value  is  Zero,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
29,collect,Ir  Method,void,tag  tag,get  First  get  Next  trim  trim  add  add  trim  add  add,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  init  Const  Analyze  Value  is  Zero,1,0
30,init,Ir  Method,void,,value  Of,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  Const  Analyze  Value  is  Zero,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
31,init,Ir  Method,void,,value  Of,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Const  Transformer,Const  Analyze  Value  zero  local  is  Const  replacable  cst  assign  From  assign  To,transform  clean  replace  on  Use  on  Assign  mark  Replacable  mark  Constant  collect  Const  Analyze  Value  is  Zero,1,0
32,simple  Assign,List  Label  Stmt  List  Assign  Stmt  Map  Local  Local  Stmt  List,boolean,,add  All  as  List  get  Ops  get  Op  iterator  has  Next  next  contains  get  Op  remove  remove  put  get  Op  get  Op,Remove  Local  From  S  S  A,Phi  Object  parent  children  local  is  Init  By  Phi,replace  Assign  replace  Phi  get  Or  Create  link  Phi  Object  simple  Phi  remove  Loop  From  Phi  collect  Phi  Objects  fix  Replace  compare  transform  Report  Changed  on  Assign  on  Use,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,0,0
33,simple  Assign,List  Label  Stmt  List  Assign  Stmt  Map  Local  Local  Stmt  List,boolean,,add  All  as  List  get  Ops  get  Op  iterator  has  Next  next  contains  get  Op  remove  remove  put  get  Op  get  Op,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Remove  Local  From  S  S  A,Phi  Object  parent  children  local  is  Init  By  Phi,replace  Assign  replace  Phi  get  Or  Create  link  Phi  Object  simple  Phi  remove  Loop  From  Phi  collect  Phi  Objects  fix  Replace  compare  transform  Report  Changed  on  Assign  on  Use,1,0
34,gen  Graph,Ir  Method  Reg,Reg,vt  ls  index,get  Op  get  Op  get  Op  collect  Tos  add  add  clear  add  add  remove  remove,Ir  J  Reg  Assign  Transformer,Reg  excludes  prefers  reg  type  Order  Reg  Assign  By  Preferred  Size  Desc,compare  group  And  Clean  Up  By  Type  init  Exclude  Color  init  Suggest  Color  transform  exclude  Parameters,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,0,0
35,gen  Graph,Ir  Method  Reg,Reg,vt  ls  index,get  Op  get  Op  get  Op  collect  Tos  add  add  clear  add  add  remove  remove,Ir  Method,is  Static  args  locals  name  owner  ret  stmts  traps  vars  phi  Labels,clone  to  String  search  For  Array  Object,Ir  J  Reg  Assign  Transformer,Reg  excludes  prefers  reg  type  Order  Reg  Assign  By  Preferred  Size  Desc,compare  group  And  Clean  Up  By  Type  init  Exclude  Color  init  Suggest  Color  transform  exclude  Parameters,1,0
36,clone,Label  And  Local  Mapper,Stmt  List,,add  clone,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Label  And  Local  Mapper,labels  locals,map  map  clone  Other,0,0
37,clone,Label  And  Local  Mapper,Stmt  List,,add  clone,Label  And  Local  Mapper,labels  locals,map  map  clone  Other,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,1,0
40,travel,Stmt  List,void,,travel,Stmt  Searcher,,travel  travel,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,0,0
41,travel,Stmt  List,void,,travel,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Stmt  Searcher,,travel  travel,1,0
42,travel,Ir  Method,void,,travel,Stmt  Traveler,,travel  travel  travel,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,0,0
43,travel,Ir  Method,void,,travel,Stmt  List,Stmt  List  Iterator  current  next  list  first  last  index  size,rm  Unused  Stmt  List  Iterator  has  Next  next  remove  add  add  All  clone  compare  contains  get  First  get  Last  get  Size  index  It  insert  After  insert  Before  insert  First  insert  Last  iterator  remove  replace  to  String  move  clear,Stmt  Traveler,,travel  travel  travel,1,0
44,iterate  Parent,Const  Pool,Const  Pool  P  E,,add  add  All  iterator,Const  Pool,encoded  Array  Items  annotation  Set  Ref  List  Items  code  Items  class  Data  Items  debug  Info  Items  annotation  Items  annotations  Directory  Items  annotation  Set  Items  fields  methods  protos  string  Datas  strings  type  Lists  types  class  Defs  pe  owner  it  zero  size  type  list,wrap  Encoded  Item  clean  build  Shorty  add  Debug  Info  Item  pe  build  Sorted  Class  Def  Items  put  Annotation  Directory  Item  uniq  Annotation  Item  put  Class  Def  Item  uniq  Field  uniq  Field  uniq  Method  uniq  Method  uniq  Method  uniq  Proto  uniq  Proto  uniq  String  uniq  Type  put  Type  List  put  Type  List  add  Class  Data  Item  put  En  Coded  Array  Item  uniq  Annotation  Set  Item  uniq  Annotation  Set  Ref  List  Item  add  Code  Item,Class  Def  Item,clazz  access  Flags  superclazz  interfaces  source  File  class  Data  class  Annotations  annotations  static  Values,place  prepare  prepare  Encoded  Array  Item  preparte  Annotations  Directory  Item  collect  Method  collect  Field  write,0,0
45,iterate  Parent,Const  Pool,Const  Pool  P  E,,add  add  All  iterator,Class  Def  Item,clazz  access  Flags  superclazz  interfaces  source  File  class  Data  class  Annotations  annotations  static  Values,place  prepare  prepare  Encoded  Array  Item  preparte  Annotations  Directory  Item  collect  Method  collect  Field  write,Const  Pool,encoded  Array  Items  annotation  Set  Ref  List  Items  code  Items  class  Data  Items  debug  Info  Items  annotation  Items  annotations  Directory  Items  annotation  Set  Items  fields  methods  protos  string  Datas  strings  type  Lists  types  class  Defs  pe  owner  it  zero  size  type  list,wrap  Encoded  Item  clean  build  Shorty  add  Debug  Info  Item  pe  build  Sorted  Class  Def  Items  put  Annotation  Directory  Item  uniq  Annotation  Item  put  Class  Def  Item  uniq  Field  uniq  Field  uniq  Method  uniq  Method  uniq  Method  uniq  Proto  uniq  Proto  uniq  String  uniq  Type  put  Type  List  put  Type  List  add  Class  Data  Item  put  En  Coded  Array  Item  uniq  Annotation  Set  Item  uniq  Annotation  Set  Ref  List  Item  add  Code  Item,1,1
46,uniq  Annotation  Item,Annotation  Item,Annotation  Item,,get  put,Const  Pool,encoded  Array  Items  annotation  Set  Ref  List  Items  code  Items  class  Data  Items  debug  Info  Items  annotation  Items  annotations  Directory  Items  annotation  Set  Items  fields  methods  protos  string  Datas  strings  type  Lists  types  class  Defs  pe  owner  it  zero  size  type  list,wrap  Encoded  Item  clean  build  Shorty  add  Debug  Info  Item  pe  build  Sorted  Class  Def  Items  put  Annotation  Directory  Item  put  Class  Def  Item  uniq  Field  uniq  Field  uniq  Method  uniq  Method  uniq  Method  uniq  Proto  uniq  Proto  uniq  String  uniq  Type  put  Type  List  put  Type  List  add  Class  Data  Item  put  En  Coded  Array  Item  uniq  Annotation  Set  Item  uniq  Annotation  Set  Ref  List  Item  add  Code  Item,Annotation  Item,visibility  annotation,equals  hash  Code  Annotation  Item  place  write,0,0
47,uniq  Annotation  Item,Annotation  Item,Annotation  Item,,get  put,Annotation  Item,visibility  annotation,equals  hash  Code  Annotation  Item  place  write,Const  Pool,encoded  Array  Items  annotation  Set  Ref  List  Items  code  Items  class  Data  Items  debug  Info  Items  annotation  Items  annotations  Directory  Items  annotation  Set  Items  fields  methods  protos  string  Datas  strings  type  Lists  types  class  Defs  pe  owner  it  zero  size  type  list,wrap  Encoded  Item  clean  build  Shorty  add  Debug  Info  Item  pe  build  Sorted  Class  Def  Items  put  Annotation  Directory  Item  put  Class  Def  Item  uniq  Field  uniq  Field  uniq  Method  uniq  Method  uniq  Method  uniq  Proto  uniq  Proto  uniq  String  uniq  Type  put  Type  List  put  Type  List  add  Class  Data  Item  put  En  Coded  Array  Item  uniq  Annotation  Set  Item  uniq  Annotation  Set  Ref  List  Item  add  Code  Item,1,0
48,uniq  Method,Method,Method  Id  Item,,uniq  Type  get  Owner  uniq  String  get  Name  uniq  Proto  uniq  Method,Const  Pool,encoded  Array  Items  annotation  Set  Ref  List  Items  code  Items  class  Data  Items  debug  Info  Items  annotation  Items  annotations  Directory  Items  annotation  Set  Items  fields  methods  protos  string  Datas  strings  type  Lists  types  class  Defs  pe  owner  it  zero  size  type  list,wrap  Encoded  Item  clean  build  Shorty  add  Debug  Info  Item  pe  build  Sorted  Class  Def  Items  put  Annotation  Directory  Item  uniq  Annotation  Item  put  Class  Def  Item  uniq  Field  uniq  Field  uniq  Method  uniq  Method  uniq  Proto  uniq  Proto  uniq  String  uniq  Type  put  Type  List  put  Type  List  add  Class  Data  Item  put  En  Coded  Array  Item  uniq  Annotation  Set  Item  uniq  Annotation  Set  Ref  List  Item  add  Code  Item,Method  Id  Item,name  clazz  proto,Method  Id  Item  hash  Code  equals  place  compare  To  write,0,0
49,uniq  Method,Method,Method  Id  Item,,uniq  Type  get  Owner  uniq  String  get  Name  uniq  Proto  uniq  Method,Method  Id  Item,name  clazz  proto,Method  Id  Item  hash  Code  equals  place  compare  To  write,Const  Pool,encoded  Array  Items  annotation  Set  Ref  List  Items  code  Items  class  Data  Items  debug  Info  Items  annotation  Items  annotations  Directory  Items  annotation  Set  Items  fields  methods  protos  string  Datas  strings  type  Lists  types  class  Defs  pe  owner  it  zero  size  type  list,wrap  Encoded  Item  clean  build  Shorty  add  Debug  Info  Item  pe  build  Sorted  Class  Def  Items  put  Annotation  Directory  Item  uniq  Annotation  Item  put  Class  Def  Item  uniq  Field  uniq  Field  uniq  Method  uniq  Method  uniq  Proto  uniq  Proto  uniq  String  uniq  Type  put  Type  List  put  Type  List  add  Class  Data  Item  put  En  Coded  Array  Item  uniq  Annotation  Set  Item  uniq  Annotation  Set  Ref  List  Item  add  Code  Item,1,0
