id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,target-class-name,attributes-class,methods-class,tag,move-tag
10,continue  Tx,Jtx  Transaction  Jtx  Transaction  Mode,void,,get  Transaction  Mode  get  Isolation  Level  get  Isolation  Level  is  Read  Only  is  Read  Only,Jtx  Transaction  Manager,log  max  Resources  Per  Transaction  one  Resource  Manager  validate  Existing  Transaction  ignore  Scope  resource  Managers  tx  Stack  total  Transactions,Jtx  Transaction  Manager  get  Max  Resources  Per  Transaction  set  Max  Resources  Per  Transaction  is  Validate  Existing  Transaction  set  Validate  Existing  Transaction  is  Single  Resource  Manager  set  Single  Resource  Manager  is  Ignore  Scope  set  Ignore  Scope  total  Thread  Transactions  total  Thread  Transactions  With  Status  total  Active  Thread  Transactions  is  Associated  With  Thread  remove  Transaction  get  Transaction  associate  Transaction  total  Transactions  create  New  Transaction  request  Transaction  request  Transaction  prop  Required  prop  Requires  New  prop  Supports  prop  Mandatory  prop  Not  Supported  prop  Never  register  Resource  Manager  lookup  Resource  Manager  close,Jtx  Transaction,log  tx  Manager  mode  resources  scope  deadline  start  As  Active  rollback  Cause  status,Jtx  Transaction  get  Transaction  Mode  get  Transaction  Manager  get  Scope  get  Status  is  Start  As  Active  is  Active  is  No  Transaction  is  Committed  is  Rolledback  is  Completed  set  Rollback  Only  set  Rollback  Only  is  Rollback  Only  check  Timeout  commit  rollback  commit  Or  Rollback  commit  All  Resources  rollback  All  Resources  request  Resource  lookup  Resource  is  New  Tx  Scope,0,0
11,continue  Tx,Jtx  Transaction  Jtx  Transaction  Mode,void,,get  Transaction  Mode  get  Isolation  Level  get  Isolation  Level  is  Read  Only  is  Read  Only,Jtx  Transaction,log  tx  Manager  mode  resources  scope  deadline  start  As  Active  rollback  Cause  status,Jtx  Transaction  get  Transaction  Mode  get  Transaction  Manager  get  Scope  get  Status  is  Start  As  Active  is  Active  is  No  Transaction  is  Committed  is  Rolledback  is  Completed  set  Rollback  Only  set  Rollback  Only  is  Rollback  Only  check  Timeout  commit  rollback  commit  Or  Rollback  commit  All  Resources  rollback  All  Resources  request  Resource  lookup  Resource  is  New  Tx  Scope,Jtx  Transaction  Manager,log  max  Resources  Per  Transaction  one  Resource  Manager  validate  Existing  Transaction  ignore  Scope  resource  Managers  tx  Stack  total  Transactions,Jtx  Transaction  Manager  get  Max  Resources  Per  Transaction  set  Max  Resources  Per  Transaction  is  Validate  Existing  Transaction  set  Validate  Existing  Transaction  is  Single  Resource  Manager  set  Single  Resource  Manager  is  Ignore  Scope  set  Ignore  Scope  total  Thread  Transactions  total  Thread  Transactions  With  Status  total  Active  Thread  Transactions  is  Associated  With  Thread  remove  Transaction  get  Transaction  associate  Transaction  total  Transactions  create  New  Transaction  request  Transaction  request  Transaction  prop  Required  prop  Requires  New  prop  Supports  prop  Mandatory  prop  Not  Supported  prop  Never  register  Resource  Manager  lookup  Resource  Manager  close,1,0
12,add,Json  Array,Json  Array,,add  list,Json  Array,list  Iter  list  Iter,Json  Array  Json  Array  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  has  Null  add  add  add  add  add  add  add  add  Null  add  add  add  add  All  contains  remove  remove  size  is  Empty  list  clear  iterator  stream  to  String  equals  array  Equals  hash  Code  Iter  has  Next  next  remove,Json  Object,map  Iter  map  Iterator,Json  Object  Json  Object  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  contains  Key  field  Names  put  put  put  put  put  put  put  put  put  Null  put  put  put  put  resolve  Value  remove  merge  In  merge  In  Deep  merge  In  map  stream  iterator  size  clear  is  Empty  to  String  equals  object  Equals  element  Equals  hash  Code  Iter  has  Next  next  remove,0,0
13,add,Json  Array,Json  Array,,add  list,Json  Object,map  Iter  map  Iterator,Json  Object  Json  Object  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  contains  Key  field  Names  put  put  put  put  put  put  put  put  put  Null  put  put  put  put  resolve  Value  remove  merge  In  merge  In  Deep  merge  In  map  stream  iterator  size  clear  is  Empty  to  String  equals  object  Equals  element  Equals  hash  Code  Iter  has  Next  next  remove,Json  Array,list  Iter  list  Iter,Json  Array  Json  Array  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  has  Null  add  add  add  add  add  add  add  add  Null  add  add  add  add  All  contains  remove  remove  size  is  Empty  list  clear  iterator  stream  to  String  equals  array  Equals  hash  Code  Iter  has  Next  next  remove,1,1
14,get  Json  Array,String,Json  Array,,get,Json  Object,map  Iter  map  Iterator,Json  Object  Json  Object  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Binary  get  Value  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  contains  Key  field  Names  put  put  put  put  put  put  put  put  put  Null  put  put  put  put  resolve  Value  remove  merge  In  merge  In  Deep  merge  In  map  stream  iterator  size  clear  is  Empty  to  String  equals  object  Equals  element  Equals  hash  Code  add  Iter  has  Next  next  remove,Json  Array,list  Iter  list  Iter,Json  Array  Json  Array  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Binary  get  Value  has  Null  add  add  add  add  add  add  add  add  add  Null  add  add  add  add  All  contains  remove  remove  size  is  Empty  list  clear  iterator  stream  to  String  equals  array  Equals  hash  Code  Iter  has  Next  next  remove,0,0
15,get  Json  Array,String,Json  Array,,get,Json  Array,list  Iter  list  Iter,Json  Array  Json  Array  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Binary  get  Value  has  Null  add  add  add  add  add  add  add  add  add  Null  add  add  add  add  All  contains  remove  remove  size  is  Empty  list  clear  iterator  stream  to  String  equals  array  Equals  hash  Code  Iter  has  Next  next  remove,Json  Object,map  Iter  map  Iterator,Json  Object  Json  Object  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Binary  get  Value  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  contains  Key  field  Names  put  put  put  put  put  put  put  put  put  Null  put  put  put  put  resolve  Value  remove  merge  In  merge  In  Deep  merge  In  map  stream  iterator  size  clear  is  Empty  to  String  equals  object  Equals  element  Equals  hash  Code  add  Iter  has  Next  next  remove,1,0
16,put,String  Enum,Json  Object,,require  Non  Null  put  name,Json  Object,map  Iter  map  Iterator,Json  Object  Json  Object  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  contains  Key  field  Names  put  put  put  put  put  put  put  put  Null  put  put  put  put  resolve  Value  remove  merge  In  merge  In  Deep  merge  In  map  stream  iterator  size  clear  is  Empty  to  String  equals  object  Equals  element  Equals  hash  Code  add  Iter  has  Next  next  remove,Json  Array,list  Iter  list  Iter,Json  Array  Json  Array  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  has  Null  add  add  add  add  add  add  add  add  add  Null  add  add  add  add  All  contains  remove  remove  size  is  Empty  list  clear  iterator  stream  to  String  equals  array  Equals  hash  Code  Iter  has  Next  next  remove,0,0
17,put,String  Enum,Json  Object,,require  Non  Null  put  name,Json  Array,list  Iter  list  Iter,Json  Array  Json  Array  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  has  Null  add  add  add  add  add  add  add  add  add  Null  add  add  add  add  All  contains  remove  remove  size  is  Empty  list  clear  iterator  stream  to  String  equals  array  Equals  hash  Code  Iter  has  Next  next  remove,Json  Object,map  Iter  map  Iterator,Json  Object  Json  Object  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  get  String  get  Integer  get  Long  get  Double  get  Float  get  Boolean  get  Json  Object  get  Json  Array  get  Binary  get  Value  contains  Key  field  Names  put  put  put  put  put  put  put  put  Null  put  put  put  put  resolve  Value  remove  merge  In  merge  In  Deep  merge  In  map  stream  iterator  size  clear  is  Empty  to  String  equals  object  Equals  element  Equals  hash  Code  add  Iter  has  Next  next  remove,1,0
18,compose,E  M  L  Composer,String,,original  Message  write  To  to  String,E  M  L  Composer,Output  Stream  Transport  eml,create  Output  Stream  Transport  send  Message  get  Eml,Received  Email,empty  array  attachment  Storage  original  Message  flags  message  Number  message  Id  received  Date  attached  Messages,create  clone  Received  Email  Received  Email  parse  Message  process  Part  process  Multipart  add  String  Content  parse  Content  Id  parse  Inline  original  Message  original  Message  flags  flags  is  Answered  is  Deleted  is  Draft  is  Flagged  is  Recent  is  Seen  message  Number  message  Id  message  Number  message  Id  received  Date  received  Date  add  Attachment  add  Attachment  add  Attachment  Info  attached  Messages  attached  Message  attached  Messages,0,0
19,compose,E  M  L  Composer,String,,original  Message  write  To  to  String,Received  Email,empty  array  attachment  Storage  original  Message  flags  message  Number  message  Id  received  Date  attached  Messages,create  clone  Received  Email  Received  Email  parse  Message  process  Part  process  Multipart  add  String  Content  parse  Content  Id  parse  Inline  original  Message  original  Message  flags  flags  is  Answered  is  Deleted  is  Draft  is  Flagged  is  Recent  is  Seen  message  Number  message  Id  message  Number  message  Id  received  Date  received  Date  add  Attachment  add  Attachment  add  Attachment  Info  attached  Messages  attached  Message  attached  Messages,E  M  L  Composer,Output  Stream  Transport  eml,create  Output  Stream  Transport  send  Message  get  Eml,1,1
20,set  Subject,Mime  Message  Send  Mail  Session,void,,subject  Encoding  set  Subject  subject  subject  Encoding  set  Subject  subject,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Sent  Date  set  Headers  set  People  set  Recipients  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  filter  Embedded  Attachments  add  Any  Attachments,Email,bcc,create  clone  current  Sent  Date  bcc  bcc  bcc  bcc  bcc  bcc  bcc  bcc  reset  Bcc,0,0
21,set  Subject,Mime  Message  Send  Mail  Session,void,,subject  Encoding  set  Subject  subject  subject  Encoding  set  Subject  subject,Email,bcc,create  clone  current  Sent  Date  bcc  bcc  bcc  bcc  bcc  bcc  bcc  bcc  reset  Bcc,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Sent  Date  set  Headers  set  People  set  Recipients  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  filter  Embedded  Attachments  add  Any  Attachments,1,1
22,set  Sent  Date,Email  Mime  Message,void,,sent  Date  set  Sent  Date,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Headers  set  People  set  Recipients  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  filter  Embedded  Attachments  add  Any  Attachments,Email,bcc,create  clone  current  Sent  Date  bcc  bcc  bcc  bcc  bcc  bcc  bcc  bcc  reset  Bcc  set  Subject,0,0
23,set  Sent  Date,Email  Mime  Message,void,,sent  Date  set  Sent  Date,Email,bcc,create  clone  current  Sent  Date  bcc  bcc  bcc  bcc  bcc  bcc  bcc  bcc  reset  Bcc  set  Subject,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Headers  set  People  set  Recipients  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  filter  Embedded  Attachments  add  Any  Attachments,1,0
24,set  Recipients,Email  Mime  Message,void,,convert  to  set  Recipients  convert  cc  set  Recipients  convert  bcc  set  Recipients,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Sent  Date  set  Headers  set  People  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  filter  Embedded  Attachments  add  Any  Attachments,Email,bcc,create  clone  current  Sent  Date  bcc  bcc  bcc  bcc  bcc  bcc  bcc  bcc  reset  Bcc  set  Subject,0,0
25,set  Recipients,Email  Mime  Message,void,,convert  to  set  Recipients  convert  cc  set  Recipients  convert  bcc  set  Recipients,Email,bcc,create  clone  current  Sent  Date  bcc  bcc  bcc  bcc  bcc  bcc  bcc  bcc  reset  Bcc  set  Subject,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Sent  Date  set  Headers  set  People  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  filter  Embedded  Attachments  add  Any  Attachments,1,0
26,filter  Embedded  Attachments,Data  Source  Email  Message,List  Email  Attachmentextends  Data  Source,,is  Empty  iterator  has  Next  next  is  Embedded  Into  add  remove,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Sent  Date  set  Headers  set  People  set  Recipients  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  add  Any  Attachments,Email  Message,content  mime  Type  encoding,Email  Message  Email  Message  get  Content  get  Mime  Type  get  Encoding,0,0
27,filter  Embedded  Attachments,Data  Source  Email  Message,List  Email  Attachmentextends  Data  Source,,is  Empty  iterator  has  Next  next  is  Embedded  Into  add  remove,Email  Message,content  mime  Type  encoding,Email  Message  Email  Message  get  Content  get  Mime  Type  get  Encoding,Send  Mail  Session,alternative  related  charset  inline,Send  Mail  Session  get  Service  send  Mail  create  Message  set  Sent  Date  set  Headers  set  People  set  Recipients  add  Body  Data  get  Base  Body  Part  get  Body  Part  set  Content  create  Attachment  Body  Part  add  Any  Attachments,1,0
28,write  Region,Writer  char  Decora  Tag  Decora  Parser,void,,get  Region  Start  get  Region  Length  is  Region  Undefined  is  Inside  Other  Tag  Region  write  get  Region  Tag  Start  get  Region  Tag  End  write,Decora  Parser,,decorate  parse  Decorator  parse  Page  write  Decorated  Page,Decora  Tag,name  id  start  end  default  Value  Start  default  Value  Length  region  Start  region  Length  region  Tag  Start  region  Tag  End  deep  Level,Decora  Tag  Decora  Tag  duplicate  get  Name  get  Start  Index  get  End  Index  get  Default  Value  Start  get  Default  Value  Length  has  Default  Value  is  Matched  Tag  is  Region  Defined  is  Region  Started  is  Region  Undefined  start  Region  end  Region  get  Region  Start  get  Region  Length  is  Inside  Other  Tag  Region  get  Region  Tag  Start  get  Region  Tag  End  get  Deep  Level  to  String,0,0
29,write  Region,Writer  char  Decora  Tag  Decora  Parser,void,,get  Region  Start  get  Region  Length  is  Region  Undefined  is  Inside  Other  Tag  Region  write  get  Region  Tag  Start  get  Region  Tag  End  write,Decora  Tag,name  id  start  end  default  Value  Start  default  Value  Length  region  Start  region  Length  region  Tag  Start  region  Tag  End  deep  Level,Decora  Tag  Decora  Tag  duplicate  get  Name  get  Start  Index  get  End  Index  get  Default  Value  Start  get  Default  Value  Length  has  Default  Value  is  Matched  Tag  is  Region  Defined  is  Region  Started  is  Region  Undefined  start  Region  end  Region  get  Region  Start  get  Region  Length  is  Inside  Other  Tag  Region  get  Region  Tag  Start  get  Region  Tag  End  get  Deep  Level  to  String,Decora  Parser,,decorate  parse  Decorator  parse  Page  write  Decorated  Page,1,1
30,inject  Attributes,Http  Servlet  Request  Request  Scope,void,,get  Attribute  Names  has  More  Elements  next  Element  for  Each  Target  And  In  matched  Name  get  Attribute  write  Value,Request  Scope,madvoc  Encoding  action  Path  Macro  Injector  instances  Injector,inject  inject  inject  inject  Parameters  inject  Uploaded  Files  outject,Targets,targets,Targets  Targets  for  Each  Target  for  Each  Target  And  In  for  Each  Target  And  In  for  Each  Target  And  Out  extract  Parameters  Values  make  Targets  create  Action  Method  Argument,0,0
31,inject  Attributes,Http  Servlet  Request  Request  Scope,void,,get  Attribute  Names  has  More  Elements  next  Element  for  Each  Target  And  In  matched  Name  get  Attribute  write  Value,Targets,targets,Targets  Targets  for  Each  Target  for  Each  Target  And  In  for  Each  Target  And  In  for  Each  Target  And  Out  extract  Parameters  Values  make  Targets  create  Action  Method  Argument,Request  Scope,madvoc  Encoding  action  Path  Macro  Injector  instances  Injector,inject  inject  inject  inject  Parameters  inject  Uploaded  Files  outject,1,1
