id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,contain-class-context,target-class-name,attributes-class,methods-class,target-class-context,tag,move-tag
30,create  Trigger  For  Window,Window  Assigner  Tuple  final  final  Map  Time  Windowfinal  Trigger  Tuple  Trigger  Tupletrigger  Map  Trigger  Tuple  Windowed  Bolt  Executor,void,,put  of  get  End  get  Start  is  Processing  Time  put  create  is  Event  Time  put  create  is  Ingestion  Time  put  create,Windowed  Bolt  Executor,serial  Version  U  I  D  log  default  max  lag  ms  min  watermark  interval  default  watermark  interval  bolt  collector  window  Assigner  state  Window  Assigner  window  Context  accu  State  Context  user  Window  States  accu  User  Window  States  user  Window  To  State  Window  window  To  Triggers  time  Characteristic  window  State  Merger  state  Operator  current  Tuple  Ts  retractor  max  Lag  Ms  watermark  Trigger  Policy  current  Watermark  upstream  Watermarks  timestamp  Extractor  watermark  Ratio  late  Tuple  Counter  watermark  Generator  timer  Trigger  Thread  Pool  processing  Time  Timer  Futures  event  Time  Timer  Futures  Accu  State  Context  Window  Context  Timer  timestamp  window,Windowed  Bolt  Executor  prepare  new  Thread  start  Watermark  Generator  run  execute  process  Watermark  check  Event  Time  Windows  fire  Or  Reregister  Event  Window  merge  Session  Windows  trigger  remove  Window  cleanup  declare  Output  Fields  get  Component  Configuration  validate  get  Max  Spout  Pending  ensure  Count  Less  Than  Max  Pending  trigger  get  Max  Lag  Ms  get  Current  Watermark  get  Pending  Windows  register  Processing  Time  Timer  register  Event  Time  Timer  delete  Processing  Time  Timer  delete  Event  Time  Timer  register  Future  run  Timer  compare  To  equals  hash  Code  to  String,Base  Windowed  Bolt  Tuple  Map  Topology  Context  Output  Collector  Runnable  Tuple  Tuple  Time  Window  boolean  Time  Window  Time  Window  Time  Window  Time  Window  Output  Fields  Declarer  Map  Map  long  long  Time  Window  long  Time  Window  long  Time  Window  Time  Window  Time  Window  long  Time  Window  Triggerable  long  Time  Window  Timer  Object,Time  Window,serial  Version  U  I  D  start  end,Time  Window  Time  Window  get  Start  get  End  max  Timestamp  equals  hash  Code  to  String  intersects  cover,long  long  Object  Time  Window  Time  Window  Window  Assigner  Tuple  final  final  Trigger  Tuple  Trigger  Tuple  Windowed  Bolt  Executor,0,0
31,create  Trigger  For  Window,Window  Assigner  Tuple  final  final  Map  Time  Windowfinal  Trigger  Tuple  Trigger  Tupletrigger  Map  Trigger  Tuple  Windowed  Bolt  Executor,void,,put  of  get  End  get  Start  is  Processing  Time  put  create  is  Event  Time  put  create  is  Ingestion  Time  put  create,Time  Window,serial  Version  U  I  D  start  end,Time  Window  Time  Window  get  Start  get  End  max  Timestamp  equals  hash  Code  to  String  intersects  cover,long  long  Object  Time  Window  Time  Window  Window  Assigner  Tuple  final  final  Trigger  Tuple  Trigger  Tuple  Windowed  Bolt  Executor,Windowed  Bolt  Executor,serial  Version  U  I  D  log  default  max  lag  ms  min  watermark  interval  default  watermark  interval  bolt  collector  window  Assigner  state  Window  Assigner  window  Context  accu  State  Context  user  Window  States  accu  User  Window  States  user  Window  To  State  Window  window  To  Triggers  time  Characteristic  window  State  Merger  state  Operator  current  Tuple  Ts  retractor  max  Lag  Ms  watermark  Trigger  Policy  current  Watermark  upstream  Watermarks  timestamp  Extractor  watermark  Ratio  late  Tuple  Counter  watermark  Generator  timer  Trigger  Thread  Pool  processing  Time  Timer  Futures  event  Time  Timer  Futures  Accu  State  Context  Window  Context  Timer  timestamp  window,Windowed  Bolt  Executor  prepare  new  Thread  start  Watermark  Generator  run  execute  process  Watermark  check  Event  Time  Windows  fire  Or  Reregister  Event  Window  merge  Session  Windows  trigger  remove  Window  cleanup  declare  Output  Fields  get  Component  Configuration  validate  get  Max  Spout  Pending  ensure  Count  Less  Than  Max  Pending  trigger  get  Max  Lag  Ms  get  Current  Watermark  get  Pending  Windows  register  Processing  Time  Timer  register  Event  Time  Timer  delete  Processing  Time  Timer  delete  Event  Time  Timer  register  Future  run  Timer  compare  To  equals  hash  Code  to  String,Base  Windowed  Bolt  Tuple  Map  Topology  Context  Output  Collector  Runnable  Tuple  Tuple  Time  Window  boolean  Time  Window  Time  Window  Time  Window  Time  Window  Output  Fields  Declarer  Map  Map  long  long  Time  Window  long  Time  Window  long  Time  Window  Time  Window  Time  Window  long  Time  Window  Triggerable  long  Time  Window  Timer  Object,1,1
32,merge  Session  Windows,Time  Window  Time  Window,Time  Window,,intersects  cover,Windowed  Bolt  Executor,serial  Version  U  I  D  log  default  max  lag  ms  min  watermark  interval  default  watermark  interval  bolt  collector  window  Assigner  state  Window  Assigner  window  Context  accu  State  Context  user  Window  States  accu  User  Window  States  user  Window  To  State  Window  window  To  Triggers  time  Characteristic  window  State  Merger  state  Operator  current  Tuple  Ts  retractor  max  Lag  Ms  watermark  Trigger  Policy  current  Watermark  upstream  Watermarks  timestamp  Extractor  watermark  Ratio  late  Tuple  Counter  watermark  Generator  timer  Trigger  Thread  Pool  processing  Time  Timer  Futures  event  Time  Timer  Futures  Accu  State  Context  Window  Context  Timer  timestamp  window,Windowed  Bolt  Executor  prepare  new  Thread  start  Watermark  Generator  run  execute  process  Watermark  check  Event  Time  Windows  fire  Or  Reregister  Event  Window  trigger  remove  Window  cleanup  declare  Output  Fields  get  Component  Configuration  validate  get  Max  Spout  Pending  ensure  Count  Less  Than  Max  Pending  trigger  get  Max  Lag  Ms  get  Current  Watermark  get  Pending  Windows  register  Processing  Time  Timer  register  Event  Time  Timer  delete  Processing  Time  Timer  delete  Event  Time  Timer  register  Future  run  Timer  compare  To  equals  hash  Code  to  String,Base  Windowed  Bolt  Tuple  Map  Topology  Context  Output  Collector  Runnable  Tuple  Tuple  Time  Window  boolean  Time  Window  Time  Window  Time  Window  Time  Window  Output  Fields  Declarer  Map  Map  long  long  Time  Window  long  Time  Window  long  Time  Window  Time  Window  Time  Window  long  Time  Window  Triggerable  long  Time  Window  Timer  Object,Time  Window,serial  Version  U  I  D  start  end,Time  Window  Time  Window  get  Start  get  End  max  Timestamp  equals  hash  Code  to  String  intersects  cover  create  Trigger  For  Window,long  long  Object  Time  Window  Time  Window  Window  Assigner  Tuple  final  final  Trigger  Tuple  Trigger  Tuple  Windowed  Bolt  Executor,0,0
33,merge  Session  Windows,Time  Window  Time  Window,Time  Window,,intersects  cover,Time  Window,serial  Version  U  I  D  start  end,Time  Window  Time  Window  get  Start  get  End  max  Timestamp  equals  hash  Code  to  String  intersects  cover  create  Trigger  For  Window,long  long  Object  Time  Window  Time  Window  Window  Assigner  Tuple  final  final  Trigger  Tuple  Trigger  Tuple  Windowed  Bolt  Executor,Windowed  Bolt  Executor,serial  Version  U  I  D  log  default  max  lag  ms  min  watermark  interval  default  watermark  interval  bolt  collector  window  Assigner  state  Window  Assigner  window  Context  accu  State  Context  user  Window  States  accu  User  Window  States  user  Window  To  State  Window  window  To  Triggers  time  Characteristic  window  State  Merger  state  Operator  current  Tuple  Ts  retractor  max  Lag  Ms  watermark  Trigger  Policy  current  Watermark  upstream  Watermarks  timestamp  Extractor  watermark  Ratio  late  Tuple  Counter  watermark  Generator  timer  Trigger  Thread  Pool  processing  Time  Timer  Futures  event  Time  Timer  Futures  Accu  State  Context  Window  Context  Timer  timestamp  window,Windowed  Bolt  Executor  prepare  new  Thread  start  Watermark  Generator  run  execute  process  Watermark  check  Event  Time  Windows  fire  Or  Reregister  Event  Window  trigger  remove  Window  cleanup  declare  Output  Fields  get  Component  Configuration  validate  get  Max  Spout  Pending  ensure  Count  Less  Than  Max  Pending  trigger  get  Max  Lag  Ms  get  Current  Watermark  get  Pending  Windows  register  Processing  Time  Timer  register  Event  Time  Timer  delete  Processing  Time  Timer  delete  Event  Time  Timer  register  Future  run  Timer  compare  To  equals  hash  Code  to  String,Base  Windowed  Bolt  Tuple  Map  Topology  Context  Output  Collector  Runnable  Tuple  Tuple  Time  Window  boolean  Time  Window  Time  Window  Time  Window  Time  Window  Output  Fields  Declarer  Map  Map  long  long  Time  Window  long  Time  Window  long  Time  Window  Time  Window  Time  Window  long  Time  Window  Triggerable  long  Time  Window  Timer  Object,1,0
34,put  Worker  To  Supervisor,Supervisor  Info  Worker  Scheduler,void,,get  Port  contains  get  Available  Worker  Ports  get  Port  next  iterator  get  Available  Worker  Ports  set  Port  remove  get  Available  Worker  Ports  set  Node  Id  get  Supervisor  Id,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  compare  get  Right  Workers  get  Available  Workers  Num  get  User  Define  Workers  check  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,Resource  Worker  Slot,serial  Version  U  I  D  log  hostname  mem  Size  cpu  tasks  jvm,Resource  Worker  Slot  Resource  Worker  Slot  Resource  Worker  Slot  get  Hostname  set  Hostname  get  Tasks  set  Tasks  get  Jvm  set  Jvm  get  Mem  Size  set  Mem  Size  get  Cpu  set  Cpu  to  String  compare  To  User  Define  Worker  get  Host  Port,String  Integer  Worker  Assignment  List  Integer  String  Set  Integer  String  long  int  Worker  Assignment  String  Supervisor  Info  Worker  Scheduler,0,0
35,put  Worker  To  Supervisor,Supervisor  Info  Worker  Scheduler,void,,get  Port  contains  get  Available  Worker  Ports  get  Port  next  iterator  get  Available  Worker  Ports  set  Port  remove  get  Available  Worker  Ports  set  Node  Id  get  Supervisor  Id,Resource  Worker  Slot,serial  Version  U  I  D  log  hostname  mem  Size  cpu  tasks  jvm,Resource  Worker  Slot  Resource  Worker  Slot  Resource  Worker  Slot  get  Hostname  set  Hostname  get  Tasks  set  Tasks  get  Jvm  set  Jvm  get  Mem  Size  set  Mem  Size  get  Cpu  set  Cpu  to  String  compare  To  User  Define  Worker  get  Host  Port,String  Integer  Worker  Assignment  List  Integer  String  Set  Integer  String  long  int  Worker  Assignment  String  Supervisor  Info  Worker  Scheduler,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  compare  get  Right  Workers  get  Available  Workers  Num  get  User  Define  Workers  check  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,1,1
36,put  Worker  To  Supervisor,Supervisor  Info  Worker  Scheduler,void,,get  Port  contains  get  Available  Worker  Ports  get  Port  next  iterator  get  Available  Worker  Ports  set  Port  remove  get  Available  Worker  Ports  set  Node  Id  get  Supervisor  Id,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  compare  get  Right  Workers  get  Available  Workers  Num  get  User  Define  Workers  check  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,Supervisor  Info,serial  Version  U  I  D  host  Name  supervisor  Id  time  Secs  uptime  Secs  version  build  Ts  port  worker  Ports  supervisor  Conf  error  Message  available  Worker  Ports,Supervisor  Info  get  Error  Message  set  Error  Message  get  Host  Name  get  Supervisor  Id  get  Time  Secs  set  Time  Secs  get  Uptime  Secs  set  Uptime  Secs  get  Worker  Ports  set  Available  Worker  Ports  get  Available  Worker  Ports  set  Worker  Ports  get  Supervisor  Conf  set  Supervisor  Conf  get  Version  set  Version  get  Build  Ts  set  Build  Ts  get  Port  set  Port  hash  Code  equals  to  String  get  Node  Host,String  String  Set  Integer  Object  String  int  int  Set  Integer  Set  Integer  Object  String  String  Integer  Object  Supervisor  Info,0,0
37,put  Worker  To  Supervisor,Supervisor  Info  Worker  Scheduler,void,,get  Port  contains  get  Available  Worker  Ports  get  Port  next  iterator  get  Available  Worker  Ports  set  Port  remove  get  Available  Worker  Ports  set  Node  Id  get  Supervisor  Id,Supervisor  Info,serial  Version  U  I  D  host  Name  supervisor  Id  time  Secs  uptime  Secs  version  build  Ts  port  worker  Ports  supervisor  Conf  error  Message  available  Worker  Ports,Supervisor  Info  get  Error  Message  set  Error  Message  get  Host  Name  get  Supervisor  Id  get  Time  Secs  set  Time  Secs  get  Uptime  Secs  set  Uptime  Secs  get  Worker  Ports  set  Available  Worker  Ports  get  Available  Worker  Ports  set  Worker  Ports  get  Supervisor  Conf  set  Supervisor  Conf  get  Version  set  Version  get  Build  Ts  set  Build  Ts  get  Port  set  Port  hash  Code  equals  to  String  get  Node  Host,String  String  Set  Integer  Object  String  int  int  Set  Integer  Set  Integer  Object  String  String  Integer  Object  Supervisor  Info,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  compare  get  Right  Workers  get  Available  Workers  Num  get  User  Define  Workers  check  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,1,0
38,get  Right  Workers,Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot,void,,get  Tasks  contains  contains  add  All  add  size  size  warn  add  All  remove  All,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  put  Worker  To  Supervisor  compare  get  Available  Workers  Num  get  User  Define  Workers  check  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,Default  Topology  Assign  Context,sys  Topology  sid  To  Hostname  host  To  Sid  old  Workers  component  Tasks  unstopped  Workers  total  Worker  Num  unstopped  Worker  Num  reserve  Worker  Num,compute  Worker  Num  compute  Unstopped  Assignments  refine  Dead  Tasks  generate  Sid  To  Host  Default  Topology  Assign  Context  get  Sys  Topology  get  Sid  To  Hostname  get  Host  To  Sid  get  Component  Tasks  get  Total  Worker  Num  get  Unstopped  Worker  Num  get  Old  Workers  get  Unstopped  Workers  to  String  to  Detail  String  get  Reserve  Worker  Num  get  Need  Assign  Tasks,Topology  Assign  Context  Default  Topology  Scheduler,0,0
39,get  Right  Workers,Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot,void,,get  Tasks  contains  contains  add  All  add  size  size  warn  add  All  remove  All,Default  Topology  Assign  Context,sys  Topology  sid  To  Hostname  host  To  Sid  old  Workers  component  Tasks  unstopped  Workers  total  Worker  Num  unstopped  Worker  Num  reserve  Worker  Num,compute  Worker  Num  compute  Unstopped  Assignments  refine  Dead  Tasks  generate  Sid  To  Host  Default  Topology  Assign  Context  get  Sys  Topology  get  Sid  To  Hostname  get  Host  To  Sid  get  Component  Tasks  get  Total  Worker  Num  get  Unstopped  Worker  Num  get  Old  Workers  get  Unstopped  Workers  to  String  to  Detail  String  get  Reserve  Worker  Num  get  Need  Assign  Tasks,Topology  Assign  Context  Default  Topology  Scheduler,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  put  Worker  To  Supervisor  compare  get  Available  Workers  Num  get  User  Define  Workers  check  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,1,0
40,check  User  Define  Workers,Default  Topology  Assign  Context  List  Worker  Assignment  Map  Integer  String,void,,get  Unstopped  Workers  compare  To  User  Define  Worker  add  remove  All,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  put  Worker  To  Supervisor  compare  get  Right  Workers  get  Available  Workers  Num  get  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,Default  Topology  Assign  Context,sys  Topology  sid  To  Hostname  host  To  Sid  old  Workers  component  Tasks  unstopped  Workers  total  Worker  Num  unstopped  Worker  Num  reserve  Worker  Num,compute  Worker  Num  compute  Unstopped  Assignments  refine  Dead  Tasks  generate  Sid  To  Host  Default  Topology  Assign  Context  get  Sys  Topology  get  Sid  To  Hostname  get  Host  To  Sid  get  Component  Tasks  get  Total  Worker  Num  get  Unstopped  Worker  Num  get  Old  Workers  get  Unstopped  Workers  to  String  to  Detail  String  get  Reserve  Worker  Num  get  Need  Assign  Tasks,Topology  Assign  Context  Default  Topology  Scheduler,0,0
41,check  User  Define  Workers,Default  Topology  Assign  Context  List  Worker  Assignment  Map  Integer  String,void,,get  Unstopped  Workers  compare  To  User  Define  Worker  add  remove  All,Default  Topology  Assign  Context,sys  Topology  sid  To  Hostname  host  To  Sid  old  Workers  component  Tasks  unstopped  Workers  total  Worker  Num  unstopped  Worker  Num  reserve  Worker  Num,compute  Worker  Num  compute  Unstopped  Assignments  refine  Dead  Tasks  generate  Sid  To  Host  Default  Topology  Assign  Context  get  Sys  Topology  get  Sid  To  Hostname  get  Host  To  Sid  get  Component  Tasks  get  Total  Worker  Num  get  Unstopped  Worker  Num  get  Old  Workers  get  Unstopped  Workers  to  String  to  Detail  String  get  Reserve  Worker  Num  get  Need  Assign  Tasks,Topology  Assign  Context  Default  Topology  Scheduler,Worker  Scheduler,log  instance,Worker  Scheduler  get  Instance  get  Available  Workers  set  All  Worker  Mem  And  Cpu  put  All  Worker  To  Supervisor  compare  put  Worker  To  Supervisor  compare  get  Right  Workers  get  Available  Workers  Num  get  User  Define  Workers  get  Res  Avail  Supervisors  get  Res  Avail  Supervisors  get  Isolation  Supervisors  contain  Target  Host,Default  Topology  Assign  Context  Set  Integer  int  Map  List  Resource  Worker  Slot  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  List  Resource  Worker  Slot  List  Supervisor  Info  Supervisor  Info  Supervisor  Info  Default  Topology  Assign  Context  Set  Integer  List  Resource  Worker  Slot  int  Collection  Resource  Worker  Slot  Default  Topology  Assign  Context  Default  Topology  Assign  Context  List  Worker  Assignment  Default  Topology  Assign  Context  List  Worker  Assignment  String  Supervisor  Info  List  Supervisor  Info  Default  Topology  Assign  Context  Collection  String  String,1,0
42,get  Component  Num  On  Worker,Resource  Worker  Slot  String,int,,get  get  get,Task  Assign  Context,task  To  Component  supervisor  To  Worker  relationship  worker  To  Component  Num  worker  To  Task  Num  Host  Port  To  Worker  Map,Task  Assign  Context  get  Worker  To  Task  Num  get  Supervisor  To  Worker  get  Worker  To  Component  Num  get  Relationship  get  Component  Num  On  Supervisor  get  Task  Num  On  Supervisor  get  Task  Num  On  Worker  get  Input  Component  Num  On  Supervisor  get  Input  Component  Num  On  Worker  get  Host  Port  To  Worker  Map  get  Worker,List  Resource  Worker  Slot  Set  String  String  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  Resource  Worker  Slot,Resource  Worker  Slot,serial  Version  U  I  D  log  hostname  mem  Size  cpu  tasks  jvm,Resource  Worker  Slot  Resource  Worker  Slot  Resource  Worker  Slot  get  Hostname  set  Hostname  get  Tasks  set  Tasks  get  Jvm  set  Jvm  get  Mem  Size  set  Mem  Size  get  Cpu  set  Cpu  to  String  compare  To  User  Define  Worker  get  Host  Port  put  Worker  To  Supervisor,String  Integer  Worker  Assignment  List  Integer  String  Set  Integer  String  long  int  Worker  Assignment  String  Supervisor  Info  Worker  Scheduler,0,0
43,get  Component  Num  On  Worker,Resource  Worker  Slot  String,int,,get  get  get,Resource  Worker  Slot,serial  Version  U  I  D  log  hostname  mem  Size  cpu  tasks  jvm,Resource  Worker  Slot  Resource  Worker  Slot  Resource  Worker  Slot  get  Hostname  set  Hostname  get  Tasks  set  Tasks  get  Jvm  set  Jvm  get  Mem  Size  set  Mem  Size  get  Cpu  set  Cpu  to  String  compare  To  User  Define  Worker  get  Host  Port  put  Worker  To  Supervisor,String  Integer  Worker  Assignment  List  Integer  String  Set  Integer  String  long  int  Worker  Assignment  String  Supervisor  Info  Worker  Scheduler,Task  Assign  Context,task  To  Component  supervisor  To  Worker  relationship  worker  To  Component  Num  worker  To  Task  Num  Host  Port  To  Worker  Map,Task  Assign  Context  get  Worker  To  Task  Num  get  Supervisor  To  Worker  get  Worker  To  Component  Num  get  Relationship  get  Component  Num  On  Supervisor  get  Task  Num  On  Supervisor  get  Task  Num  On  Worker  get  Input  Component  Num  On  Supervisor  get  Input  Component  Num  On  Worker  get  Host  Port  To  Worker  Map  get  Worker,List  Resource  Worker  Slot  Set  String  String  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  Resource  Worker  Slot,1,0
44,get  Task  Num  On  Worker,Resource  Worker  Slot,int,,get  Tasks  size  get  Tasks,Task  Assign  Context,task  To  Component  supervisor  To  Worker  relationship  worker  To  Component  Num  worker  To  Task  Num  Host  Port  To  Worker  Map,Task  Assign  Context  get  Worker  To  Task  Num  get  Supervisor  To  Worker  get  Worker  To  Component  Num  get  Relationship  get  Component  Num  On  Supervisor  get  Component  Num  On  Worker  get  Task  Num  On  Supervisor  get  Input  Component  Num  On  Supervisor  get  Input  Component  Num  On  Worker  get  Host  Port  To  Worker  Map  get  Worker,List  Resource  Worker  Slot  Set  String  String  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  Resource  Worker  Slot,Resource  Worker  Slot,serial  Version  U  I  D  log  hostname  mem  Size  cpu  tasks  jvm,Resource  Worker  Slot  Resource  Worker  Slot  Resource  Worker  Slot  get  Hostname  set  Hostname  get  Tasks  set  Tasks  get  Jvm  set  Jvm  get  Mem  Size  set  Mem  Size  get  Cpu  set  Cpu  to  String  compare  To  User  Define  Worker  get  Host  Port  put  Worker  To  Supervisor,String  Integer  Worker  Assignment  List  Integer  String  Set  Integer  String  long  int  Worker  Assignment  String  Supervisor  Info  Worker  Scheduler,0,0
45,get  Task  Num  On  Worker,Resource  Worker  Slot,int,,get  Tasks  size  get  Tasks,Resource  Worker  Slot,serial  Version  U  I  D  log  hostname  mem  Size  cpu  tasks  jvm,Resource  Worker  Slot  Resource  Worker  Slot  Resource  Worker  Slot  get  Hostname  set  Hostname  get  Tasks  set  Tasks  get  Jvm  set  Jvm  get  Mem  Size  set  Mem  Size  get  Cpu  set  Cpu  to  String  compare  To  User  Define  Worker  get  Host  Port  put  Worker  To  Supervisor,String  Integer  Worker  Assignment  List  Integer  String  Set  Integer  String  long  int  Worker  Assignment  String  Supervisor  Info  Worker  Scheduler,Task  Assign  Context,task  To  Component  supervisor  To  Worker  relationship  worker  To  Component  Num  worker  To  Task  Num  Host  Port  To  Worker  Map,Task  Assign  Context  get  Worker  To  Task  Num  get  Supervisor  To  Worker  get  Worker  To  Component  Num  get  Relationship  get  Component  Num  On  Supervisor  get  Component  Num  On  Worker  get  Task  Num  On  Supervisor  get  Input  Component  Num  On  Supervisor  get  Input  Component  Num  On  Worker  get  Host  Port  To  Worker  Map  get  Worker,List  Resource  Worker  Slot  Set  String  String  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  String  Resource  Worker  Slot  String  Resource  Worker  Slot,1,0
