id,method-name,parametes-method,return-method,field-access,methods-method,contain-class-name,attributes-class,methods-class,contain-class-context,target-class-name,attributes-class,methods-class,target-class-context,tag,move-tag
366,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  distribution  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Distinct  Row  Count  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,0,0
367,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  distribution  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Distinct  Row  Count  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,1,0
368,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,Project,exps  hints  Flags  anon  fields  boxed  none,Project  Project  Project  Project  copy  copy  is  Boxed  get  Child  Exps  accept  get  Projects  get  Named  Projects  get  Hints  get  Flags  is  Valid  compute  Self  Cost  count  Trivial  explain  Terms  get  Mapping  get  Mapping  get  Partial  Mapping  get  Permutation  get  Permutation  is  Mapping,Rel  Opt  Cluster  Rel  Trait  Set  List  Rel  Hint  Rel  Node  Rex  Node  Rel  Data  Type  Rel  Opt  Cluster  Rel  Trait  Set  Rel  Node  Rex  Node  Rel  Data  Type  Rel  Opt  Cluster  Rel  Trait  Set  Rel  Node  Rex  Node  Rel  Data  Type  int  Rel  Input  Rel  Trait  Set  List  Rel  Node  Rel  Trait  Set  Rel  Node  List  Rex  Node  Rel  Data  Type  Rex  Shuttle  Litmus  Context  Rel  Opt  Planner  Rel  Metadata  Query  List  Rex  Node  Rel  Writer  int  Rex  Node  int  Rex  Node  int  Rex  Node,0,0
369,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Project,exps  hints  Flags  anon  fields  boxed  none,Project  Project  Project  Project  copy  copy  is  Boxed  get  Child  Exps  accept  get  Projects  get  Named  Projects  get  Hints  get  Flags  is  Valid  compute  Self  Cost  count  Trivial  explain  Terms  get  Mapping  get  Mapping  get  Partial  Mapping  get  Permutation  get  Permutation  is  Mapping,Rel  Opt  Cluster  Rel  Trait  Set  List  Rel  Hint  Rel  Node  Rex  Node  Rel  Data  Type  Rel  Opt  Cluster  Rel  Trait  Set  Rel  Node  Rex  Node  Rel  Data  Type  Rel  Opt  Cluster  Rel  Trait  Set  Rel  Node  Rex  Node  Rel  Data  Type  int  Rel  Input  Rel  Trait  Set  List  Rel  Node  Rel  Trait  Set  Rel  Node  List  Rex  Node  Rel  Data  Type  Rex  Shuttle  Litmus  Context  Rel  Opt  Planner  Rel  Metadata  Query  List  Rex  Node  Rel  Writer  int  Rex  Node  int  Rex  Node  int  Rex  Node,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,1,0
370,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,Rex  Node,describe  without  normalize  decrement  on  close  empty  digest,contains  Only  Conjunctions  close  with  Normalize  skip  Normalize  need  Normalize  get  Type  is  Always  True  is  Always  False  is  A  is  A  get  Kind  to  String  to  String  Raw  node  Count  accept  accept  equals  hash  Code,Pig  Filter  boolean  Sql  Kind  Collection  Sql  Kind  Rex  Visitor  R  p  p  Object,0,0
371,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Rex  Node,describe  without  normalize  decrement  on  close  empty  digest,contains  Only  Conjunctions  close  with  Normalize  skip  Normalize  need  Normalize  get  Type  is  Always  True  is  Always  False  is  A  is  A  get  Kind  to  String  to  String  Raw  node  Count  accept  accept  equals  hash  Code,Pig  Filter  boolean  Sql  Kind  Collection  Sql  Kind  Rex  Visitor  R  p  p  Object,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,1,0
372,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  distribution  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Distinct  Row  Count  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,0,0
373,get  Selectivity,Union  Rel  Metadata  Query  Rex  Node,Double,,size  get  Inputs  get  Field  Count  get  Row  Type  get  Rex  Builder  get  Cluster  get  Inputs  get  Row  Count  accept  get  Field  List  get  Row  Type  get  Selectivity,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  distribution  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Distinct  Row  Count  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,Rel  Md  Selectivity,source,Rel  Md  Selectivity  get  Def  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity  get  Selectivity,Union  Rel  Metadata  Query  Rex  Node  Sort  Rel  Metadata  Query  Rex  Node  Table  Modify  Rel  Metadata  Query  Rex  Node  Filter  Rel  Metadata  Query  Rex  Node  Calc  Rel  Metadata  Query  Rex  Node  Join  Rel  Metadata  Query  Rex  Node  Aggregate  Rel  Metadata  Query  Rex  Node  Project  Rel  Metadata  Query  Rex  Node  Rel  Node  Rel  Metadata  Query  Rex  Node,1,0
374,distribution,Rel  Node  Rel  Metadata  Query,Rel  Distribution,,,Rel  Md  Distribution,source,Rel  Md  Distribution  get  Def  distribution  distribution  distribution  distribution  distribution  distribution  distribution  distribution  distribution  table  snapshot  sort  filter  limit  calc  project  values  exchange,Rel  Node  Rel  Metadata  Query  Single  Rel  Rel  Metadata  Query  Bi  Rel  Rel  Metadata  Query  Set  Op  Rel  Metadata  Query  Table  Modify  Rel  Metadata  Query  Table  Scan  Rel  Metadata  Query  Project  Rel  Metadata  Query  Values  Rel  Metadata  Query  Exchange  Rel  Metadata  Query  Hep  Rel  Vertex  Rel  Metadata  Query  Rel  Opt  Table  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rex  Program  Rel  Metadata  Query  Rel  Node  Rex  Node  Rel  Data  Type  Immutable  List  Immutable  List  Rex  Literal  Rel  Distribution,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Selectivity  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Distinct  Row  Count  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,0,0
375,distribution,Rel  Node  Rel  Metadata  Query,Rel  Distribution,,,Rel  Metadata  Query,empty  collation  Handler  column  Origin  Handler  expression  Lineage  Handler  table  References  Handler  column  Uniqueness  Handler  cumulative  Cost  Handler  distinct  Row  Count  Handler  distribution  Handler  explain  Visibility  Handler  max  Row  Count  Handler  min  Row  Count  Handler  memory  Handler  non  Cumulative  Cost  Handler  parallelism  Handler  percentage  Original  Rows  Handler  population  Size  Handler  predicates  Handler  all  Predicates  Handler  node  Types  Handler  row  Count  Handler  selectivity  Handler  size  Handler  unique  Keys  Handler,Rel  Metadata  Query  Rel  Metadata  Query  Rel  Metadata  Query  instance  get  Node  Types  get  Row  Count  get  Max  Row  Count  get  Min  Row  Count  get  Cumulative  Cost  get  Non  Cumulative  Cost  get  Percentage  Original  Rows  get  Column  Origins  get  Column  Origin  get  Expression  Lineage  get  Table  References  get  Table  Origin  get  Selectivity  get  Unique  Keys  get  Unique  Keys  are  Rows  Unique  are  Columns  Unique  are  Columns  Unique  collations  get  Population  Size  get  Average  Row  Size  get  Average  Column  Sizes  get  Average  Column  Sizes  Not  Null  is  Phase  Transition  split  Count  memory  cumulative  Memory  Within  Phase  cumulative  Memory  Within  Phase  Split  get  Distinct  Row  Count  get  Pulled  Up  Predicates  get  All  Predicates  is  Visible  In  Explain  get  Distribution  is  Valid  Rel  Node  Plan,boolean  Janino  Rel  Metadata  Provider  Rel  Metadata  Query  extends  extends  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  int  Rel  Node  int  Rel  Node  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Rex  Node  Rel  Node  Rel  Node  boolean  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Immutable  Bit  Set  boolean  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Rel  Node  Immutable  Bit  Set  Rex  Node  Rel  Node  Rel  Node  Rel  Node  Sql  Explain  Level  Rel  Node  Rel  Node  Materialized  View  Rule,Rel  Md  Distribution,source,Rel  Md  Distribution  get  Def  distribution  distribution  distribution  distribution  distribution  distribution  distribution  distribution  distribution  table  snapshot  sort  filter  limit  calc  project  values  exchange,Rel  Node  Rel  Metadata  Query  Single  Rel  Rel  Metadata  Query  Bi  Rel  Rel  Metadata  Query  Set  Op  Rel  Metadata  Query  Table  Modify  Rel  Metadata  Query  Table  Scan  Rel  Metadata  Query  Project  Rel  Metadata  Query  Values  Rel  Metadata  Query  Exchange  Rel  Metadata  Query  Hep  Rel  Vertex  Rel  Metadata  Query  Rel  Opt  Table  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rel  Metadata  Query  Rel  Node  Rex  Program  Rel  Metadata  Query  Rel  Node  Rex  Node  Rel  Data  Type  Immutable  List  Immutable  List  Rex  Literal  Rel  Distribution,1,0
376,get  All  Predicates,Rel  Node  Rel  Metadata  Query,Rel  Opt  Predicate  List,,,Rel  Md  All  Predicates,source,get  Def  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates,Rel  Node  Rel  Metadata  Query  Hep  Rel  Vertex  Rel  Metadata  Query  Rel  Subset  Rel  Metadata  Query  Table  Scan  Rel  Metadata  Query  Project  Rel  Metadata  Query  Filter  Rel  Metadata  Query  Join  Rel  Metadata  Query  Aggregate  Rel  Metadata  Query  Table  Modify  Rel  Metadata  Query  Union  Rel  Metadata  Query  Sort  Rel  Metadata  Query  Exchange  Rel  Metadata  Query,Table  Scan,table  hints,Table  Scan  Table  Scan  Table  Scan  estimate  Row  Count  get  Table  get  Collation  List  compute  Self  Cost  derive  Row  Type  identity  identity  explain  Terms  project  accept  get  Hints  apply,Rel  Opt  Cluster  Rel  Trait  Set  List  Rel  Hint  Rel  Opt  Table  Rel  Opt  Cluster  Rel  Trait  Set  Rel  Opt  Table  Rel  Input  Rel  Metadata  Query  Rel  Opt  Planner  Rel  Metadata  Query  Rel  Opt  Table  Rel  Writer  Immutable  Bit  Set  Set  Rel  Data  Type  Field  Rel  Builder  Rel  Shuttle  Rel  Opt  Rule  Call  Project  Project  Table  Scan  Rule,0,0
377,get  All  Predicates,Rel  Node  Rel  Metadata  Query,Rel  Opt  Predicate  List,,,Table  Scan,table  hints,Table  Scan  Table  Scan  Table  Scan  estimate  Row  Count  get  Table  get  Collation  List  compute  Self  Cost  derive  Row  Type  identity  identity  explain  Terms  project  accept  get  Hints  apply,Rel  Opt  Cluster  Rel  Trait  Set  List  Rel  Hint  Rel  Opt  Table  Rel  Opt  Cluster  Rel  Trait  Set  Rel  Opt  Table  Rel  Input  Rel  Metadata  Query  Rel  Opt  Planner  Rel  Metadata  Query  Rel  Opt  Table  Rel  Writer  Immutable  Bit  Set  Set  Rel  Data  Type  Field  Rel  Builder  Rel  Shuttle  Rel  Opt  Rule  Call  Project  Project  Table  Scan  Rule,Rel  Md  All  Predicates,source,get  Def  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates  get  All  Predicates,Rel  Node  Rel  Metadata  Query  Hep  Rel  Vertex  Rel  Metadata  Query  Rel  Subset  Rel  Metadata  Query  Table  Scan  Rel  Metadata  Query  Project  Rel  Metadata  Query  Filter  Rel  Metadata  Query  Join  Rel  Metadata  Query  Aggregate  Rel  Metadata  Query  Table  Modify  Rel  Metadata  Query  Union  Rel  Metadata  Query  Sort  Rel  Metadata  Query  Exchange  Rel  Metadata  Query,1,0
